,input_de,output_en,gt_en
530,Eine Frau mit einem Hut macht Brot.,A woman with a hat making bread. affor.unused,A woman wearing a hat with making bread.
531,"Eine einzelne Frau verwendet einen großen einfachen Stößel und Mörser, um Pflanzenmaterial zu zerdrücken, während sie auf einem Stoppelfeld steht.",A single woman uses a large blunt shovel and mortar to crush,A solitary woman uses a large primitive mortar and pestle to crush plant material as she stands in a stubble field.
532,Ein Mann in einem Karateanzug macht eine Vorführung vor zwei Punktrichtern.,A man in a karate uniform is demonstrating for two referees.,A man in a karate is performing in front of two judges.
533,Ein formell gekleideter Mann spielt Klavier auf dem Gehsteig an einer städtischen Straße.,A formally dressed man plays the piano on the sidewalk of a,A man in formal attire plays a piano on the sidewalk of a city street.
534,Ein älterer Mann sitzt in einem Stuhl und isst ein paar Snacks.,An elderly man sits in a chair and eats some snacks.,"An elderly man sitting in a chair, eating some snacks."
535,Eine Frau in einem weißen Hemd arbeitet hinter dem Tresen in einem Café.,A woman in a white shirt works behind the counter of a,A woman in a white shirt works behind the counter at a cafe.
536,Ein Mann in Arbeitskleidung steht auf der Ladefläche seines Lasters.,A man wearing work clothes standing on the deck of his truck,A man with work clothes on standing on the back of a truck.
537,Zwei Kinder beobachten Pferde durch einen kleinen Zaun.,Two children watch horses through a small fence.unusedunused,Two children looking at horses through a small fence.
538,Ein Fenster mit einem aufgemalten Design.,A window with a painted design on it.unused,A window with some type of design painted on it.
539,Eine Frau in einem knallrosa Mantel steht vor einer Vitamin Shoppe-Filiale und macht eine Grimasse in Richtung einer Frau in einem violetten Mantel.,A woman wearing a bright pink coat stands outside of a vitamin,A woman wearing a bright pink overcoat makes a face to a woman wearing a purple overcoat while standing outside a Vitamin Shoppe.
540,Ein Cowboy bandagiert seinen Arm.,A cowboy bandages his arm. afford.unused,A cowboy wrapping up his arm with a bandage.
541,Ein Mann in einem gelben Hemd und ein Mann in einem dunkelblauen Hemd unterhalten sich.,A man wearing a yellow shirt and another man wearing a dark,A man in a yellow shirt and a man in a dark blue shirt talking.
542,Drei asiatische Kinder sitzen auf einer Couch mit Wandteppichen im Hintergrund.,Three asian children sitting on a couch with wall tapestries in,Three Asian children sitting on a couch with tapestries hanging in the background.
543,"Ein Mädchen in einem roten Shirt springt hoch, um einen Tennisball zu treffen.",A girl wearing a red shirt is jumping high to hit a,A girl in a red shirt jumps up to hit a tennis ball.
544,Ein Mann posiert für die Kamera mit einem grünen Kran.,A man posing for the camera with a green crane. affor,A man posing the camera with green crane.
545,Ein Mann stößt in einem Restaurant lächelnd mit einer anderen Person an.,A man smiles as he punches another person while eating at a,A man clinks bottles with another person while smiling in a restaurant.
546,Ein Mann lädt gebackene Brezeln auf einen Koffer-LKW.,A man loading baked goods on a truck trailer. Ename,A man is loading a box truck with lots of baked pretzels.
547,Ein Mann in einer schwarzen Jacke spielt in der Öffentlichkeit Gitarre.,A man wearing a black jacket plays the guitar in public.,A man in a black jacket plays the guitar out in public.
548,Eine Tanztruppe bei einer Aufführung während einer Parade in China.,A dance troupe performing during a parade in China.,A dance group performs in a parade in china.
549,Ein Mann steht auf einem steinigen Abhang und blickt auf ein Gewässer.,A man standing on a rocky cliff looking into a body of,A man stands on a rocky cliff overlooking a body of water.
550,Ein Polizist beobachtet eine Frau beim Aussteigen aus dem Bus.,A police officer watching a woman getting off the bus. affor,Police officer watching woman exit from bus.
551,Zwei Polizisten mittleren Alters beobachten nachts einen Parkplatz.,Two middleaged policemen watch a parking lot at night.,"Two middle-aged police officers watch over a parking lot, at night."
552,Zwei Männer in blauen Hemden sehen sich ein Fußballspiel an.,Two men in blue shirts watch a soccer game.unused,Two men in blue shirts looking at a soccer game.
553,Eine Gruppe von Männern in blauen Uniformen stehen zusammen.,A group of men in blue uniforms stand together. affor,A group of men in blue uniforms are standing together.
554,Eine junge Dame macht Yoga am Strand.,A young lady is doing yoga on the beach.,A young lady doing yoga on the beach.
555,Eine große Menschenmenge steht in einem Park herum und einige spielen auf Instrumenten.,A large crowd of people are standing around a park and some,A large crowd of people are standing around in a park and a few are playing instruments.
556,"Ein Mann mit einem Luftballon, der Ballontiere macht.",A man with a balloon making balloon animals.,A man with a balloon hat makes balloon animals.
557,"Ein Mann, der über einem Grill im Freien Fleisch grillt.",A man grilling meat outside on a grill. affor E,A man grilling meat on an outdoor grilling pit.
558,Zwei Männer verkaufen Obst auf einem Obstmarkt.,Two men sell fruit on an open market.f,Two men selling fruit at a fruit market.
559,Eine brünette Frau in einem weißen Bikini gießt einem Mann einen Drink ins Glas.,A brunette woman in a white bikini pours a drink into a,Brunette woman in a white bikini pouring a drink into a man's cup.
560,Ein Junge mit Sonnenbrille läuft hinter einem Rummelplatz.,A boy with sunglasses is running behind a carnival.,Boy in sunglasses is running behind a fair.
561,"Eine Hand mit Handschuh hält etwas, was wie ein übergroßer Nagel aussieht, an einen Holzklotz.",A hand with a glove holding something that looks like a giant,A gloved hand holds what appears to be an oversize nail against a log.
562,Ein Mann in einem karierten Hemd zeigt ein schwarzes Paar Handschuhe.,A man wearing a plaid shirt demonstrates a black pair of gloves,A man in a plaid shirt shows off a black set of gloves.
563,Zwei Männer auf weißen Plastikstühlen sitzen in einem Eingang.,Two men sitting on white plastic chairs at an entrance. affor,Two men in white plastic chairs sitting in a doorway.
564,Ein junges Mädchen in einem roten Kleid trägt einen schwarzen Cowboyhut.,A young girl in a red dress is wearing a black cowboy,A young girl in a red dress is wearing a black cowboy hat.
565,Mann in einem rot-weißen Fußballtrikot steht an der Seitenlinie mit einem gelb-blauen Fußball.,Man in a red and white soccer uniform stands at the sidelines,Man in red and white soccer uniform stands on the field boundary lines with yellow and blue soccer ball.
566,Leute springen an einem Seil über eine Gletscherspalte.,People are jumping over a glacier crack on a rope.,People jump over a mountain crevasse on a rope.
567,Leute sehen zu während Marathonläufer vorbeilaufen.,People look on as marathon runners pass by.unusedq,People look on as participants in a marathon pass by.
568,Leute mit Laptops vor einem großen Fenster.,People with laptops in front of a large window.,People on laptops in front pf a large window.
569,Ein DJ bei der Arbeit wird von Scheinwerfern angestrahlt.,A DJ is being illuminated by spotlights while working.,A disc jockey busy at work as lights shine upon him.
570,Ein Mann mit Handschuhen trägt Mais durch ein Feld.,A man wearing gloves carries corn through a field. affor,A man wearing gloves carries corn through a field.
571,In einem Café wird von einer Spiegelreflexion ein Foto gemacht.,A photo is taken of a mirror reflection in a cafe.,A photo is taken of a mirror reflection of a cafe.
572,Eine muslimische Frau hält Luftballons bei einer muslimischen Veranstaltung.,A Muslim woman holds balloons at a Muslim event.unused,A muslim woman holding balloons at an islamic event
573,Eine Frau sitzt in einem Käfig mit einer Katze und zwei Kaninchen.,A woman sits in a cage with a cat and two bunnies,A woman sits in a caged in area with a cat and two bunnies.
574,Eine Frau sitzt gegen eine Ziegelwand gelehnt in einem Gebäude.,A woman sits leaned against a brick wall of a building.,A woman sitting against a brick wall inside a building.
575,Drei junge Frauen sitzen sich auf roten Plüschstühlen gegenüber.,Three young women sit on red plush chairs facing each other.,Three young women face each other while sitting on red plush chairs.
576,Eine Frau in einem blauen Shirt spaziert in einem Dorf.,A woman wearing a blue shirt walks through a village. affor,A woman in a blue shirt walking in a village.
577,Sechs Kinder sitzen mit Blöcken und Stiften auf einer Stufe.,Six children are sitting on a bench with blocks and markers.,"Six children, sitting on a step with notepads and crayons."
578,Ein brauner Hund spielt am Ufer mit einem Stock.,A brown dog is playing with a stick by the water.,A tan dog playing with a stick on the shore.
579,"Zwei Hunde beißen spielerisch einen dritten Hund, dessen Zunge heraushängt.",Two dogs are playing and biting each others tongues.,"Two dogs playfully bite a third dog, which has its tongue sticking out."
580,Ein Kind sitzt lächelnd auf dem Motorrad.,A child is smiling while sitting on a motorcycle. afforr,A child is on a motorcycle smiling.
581,6 Personen versammeln sich zu einem großen Abendessen., people gathering for a big dinner.,6 people are gathered around to eat a big dinner.
582,Santa Claus wird bei einem Medienevent zu Weihnachten fotografiert.,Santa Claus is photographed at a media event for Christmas.,Santa Claus being photographed at a holiday media event.
583,Militärangehörige marschieren an einem regnerischen Tag durch New York.,Military personnel march through NYC on a rainy day.,Military Families are marching through New York on a rainy day.
584,Eine Frau in roten Hosen und mit einem blauen Helm fährt Fahrrad.,A woman wearing red pants and a blue helmet is riding a,A woman in a blue helmet and red pants riding a motorcycle.
585,Mehrere Männer in Kampfsportuniformen machen gemeinsam Bewegungen.,Several men wearing martial arts uniforms are doing movements together. affor,Several men are wearing martial arts uniforms while they perform some moves in unison.
586,Eine junge Frau und ein Mann in Kriegerkostümen hantieren vor einer Gruppe im Hintergrund mit Schwertern.,A young woman and a man dressed as warriors perform with swords,A young lady and man dressed in warriors costume wielding sticks with a group of people in the background.
587,Ein uniformierter Mann geht auf einer Straße mit zwei Autos und einem Baum.,A uniformed man walks down a street with two cars and a,A man in a uniform walking on a street with two cars and a tree.
588,Junge Frau klettert auf Felswand,Young,Young woman climbing rock face
589,Ein älterer Mann in einem hellblauen Mantel arbeitet am Straßenrand an einem Auto.,An older man wearing a light blue coat works on his car,An elderly man in a light blue coat works on a car on the roadside.
590,Personen betrachten mehrere farbige Papierstücke auf einem Tisch.,People are looking at several colorful pieces of paper on a table,People looking over several colored pieces of paper spread on a table.
591,Ein Mann singt und spielt Gitarre in ein Mikrofon.,A man singing and playing guitar into a microphone.,A man sings and plays the guitar into a microphone.
592,Zwei Männer sitzen in einem Restaurant.,,Two men sitting in a restaurant.
593,Zwei Frauen in Shorts laufen auf einem Strand entlang des Wassers.,Two women in shorts walk along the waters edge.,Two women in shorts run down a beach along the water.
594,Arbeiter diskutieren neben den Schienen.,Workers are discussing next to the tracks.assistant,Construction workers having a discussion by the tracks.
595,"Ein Ausblick auf eine Fußgängerzone mit einem Mann in einer schwarzen Schürze und weißen Baseballmütze, der in der Mitte des Bildes steht.",A view of a pedestrian mall with a man wearing a black,"A view of a pedestrian thoroughfare, featuring a man in a black apron and a white baseball cap standing in the middle of the image."
596,Eine Gruppe spielt an einem Gegenstand.,A group of people are playing on something. afforrtest,A group of people are playing on an object.
597,Ein kleines Mädchen in Blau klettert auf der Straße auf ein Metallgeländer.,A little girl in blue climbing a metal railing on the street,A little girl in a blue outfit is climbing on metal railings in the street.
598,Eine Gruppe von Männern sitzt und unterhält sich hinter grünen Früchten.,A group of men sit and talk behind green fruits.,A group of men sitting and talking behind some green fruit.
599,Ein Typ in einem gelben Outfit steht hinter dem Mikrofon in einem Zelt.,A guy in a yellow outfit standing behind the microphone at a,A guy with a yellow outfit on standing behind a microphone under a tent.
600,Ein brauner Hund mit einem lilafarbenen Frisbee im Mund.,A brown dog with a purple Frisbee in its mouth.,A brown dog with a purple Frisbee in its mouth.
601,"Ein Mann, der aussieht als würde er Kampfsportübungen machen, vor schlammig aussehendem Wasser.",A man who looks like he is doing martial arts training in,It looks like a man practicing his martial arts moves near some muddy looking water.
602,Eine Frau mit einem Getränk und eine Frau mit einem Mobiltelefon.,A woman with a drink and another woman with a cellphone.,A woman with a drink and a woman with a cellphone.
603,Ein Kind in einer roten Jacke winkt mit einer Hand während es neben einem Plastikschlitten im Schnee liegt.,A child in a red jacket is waving with one hand while,A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.
604,Eine Frau sitzt neben ihrer Tasche und sieht Hunden im Park zu.,A woman sits next to her bag and watches dogs in the,A woman sitting next to her purse watching dogs at the park.
605,"Drei Männer stehen auf einer Bühne, einer von ihnen trägt Clown-Makeup und hält eine Gitarre.",Three men standing on a stage one of them wearing clown make,"Three men are standing on a stage, one is wearing clown makeup and holding a guitar."
606,Eine Frau verarbeitet Pflanzensaft in einem Stammesdorf,A woman processing plant sap in a tribal village unused,A woman is processing plant fluid in a tribal village
607,Die Frau im roten Kleid tanzt mit dem Mann im Anzug.,The woman in the red dress dances with the man in the,The woman in the red dress is dancing with the man in a suit.
608,Zwei kleine Hunde folgen einem größeren Hund mit einem Tennisball,Two small dogs follow a bigger dog with a tennis ball.,Two small dogs follow a larger dog with a tennis ball
609,Ein Mann mit buschigem Bart und Baseballmütze sitzt auf einer Parkbank.,A man with bushy sideburns and a baseball cap sitting on,A man with a bushy beard and a baseball cap sits on a park bench.
610,Ein afrikanischer Stamm steht im Garten mit dem Wald im Hintergrund.,An African tribe is standing in their garden with the woods in,An African tribe is standing in their garden with the forest in the background.
611,"Ein junges Mädchen versucht, eine Ziege zu bürsten.",A young girl tries to brush a goat.,A young girl is trying to brush a goat.
612,Asiaten sitzen in einem Restaurant mit gelben Stühlen.,Asians sit in a restaurant with yellow chairs.,Asian people sitting at a restaurant with yellow chairs.
613,Ein Baby sitzt mit Lätzchen in einem Hochstuhl und isst einen Keks .,A baby sits in a highchair eating a candy bar.,A baby girl eats a cookie while seated in a highchair and wearing a bib.
614,Ein grauhaariger Mann mit schwarzen Handschuhen mäht den Rasen.,A grayhaired man with black gloves is mowing the lawn,A gray-haired man wearing black gloves is moving the lawn.
615,Eine Frau sitzt in einer Reihe aus roten Stühlen und liest ein Buch.,A woman sits in a row of red chairs reading a book,A woman reads a book while sitting in a row of red chairs.
616,Ein Kind sitzt auf den Schultern einer Frau und klatscht.,A child sits on the shoulders of a woman and is clapping,A child claps while riding on a woman's shoulders.
617,Eine Familie geht auf dem Gehsteig durch den Schnee während am Rand ein Mann mit seinem Papierbecher sitzt.,A family walks down the sidewalk through the snow while a man,A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.
618,Eine Katze sitzt auf einem Werbeschild.,,A cat sits on top of a store sign.
619,Ein Mann in einem pinken Shirt und schwarzer Jacke mit Kopfhörern.,A man in a pink shirt and black jacket with headphones.,A man in a pink shirt and black jacket with headphones on.
620,Ein junger Mann wirft einen Football.,A young man is throwing a football.unusedassistant,A young man about to throw a football.
621,Ein Typ und ein Mädchen gehen einen spiralförmigen Fußweg hinunter.,A guy and a girl are walking down a spiral staircase.,A guy and a girl going down a spiral walkway.
622,Eine Frau mit pinken Haaren beugt sich auf dem Gehweg hinunter und hält zwei pinke Hunde.,A woman with pink hair bends down on the sidewalk and holds,A woman with pink hair bent down on the sidewalk holding to pink dogs.
623,Ein Mann im Anzug hält ein Getränk in einem Becher während er auf dem Gehweg an einem städtischen Bus vorbeigeht.,A man in a suit holding a drink while walking down the,"A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus."
624,Mann springt vor einer Felsformation im Hintergrund.,Man jumping in front of a rock formation in the background.,Man jumping with a rock formation in background.
625,Eine Person in einer roten Jacke und schwarzen Hosen hält Regenbogenbänder.,A person wearing a red jacket and black pants holding rainbow flags,A person in a red jacket with black pants holding rainbow ribbons.
626,Eine Frau legt den Arm um eine Person im Rollstuhl.,A woman is hugging a person in a wheelchair. affor,A woman puts her arm on a person sitting in a wheelchair.
627,Ein Mann in einer weißen Schürze bereitet für eine Frau in einer weißen Jacke im Freien in einer Pfanne etwas mit Eiern zu.,A man in a white apron prepares some eggs for a woman,A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket.
628,Eine Frau mit einem Push-to-Talk-Mobiltelefon und einem Headset wartet an einem Zebrastreifen.,A woman with a pushtotalk cell phone and,A woman with a push-to-talk cellphone and headset waiting at a crosswalk.
629,Eine Gruppe von Männern geht auf einer städtischen Straße.,A group of men walking on a city street. afforade,A group of men walk down a city street.
630,Eine Straße neben einem interessanten Ort mit vielen Säulen.,A street near an interesting location with many columns.,A road next to an interesting place with lots of pillars.
631,Eine Gruppe von Personen in Schwarz steht an einem Dock nahe eines großen Gebäudes.,A group of people wearing black are standing near a dock next,A group of people in black standing on a dock nearby a long structure.
632,Ein Mann mit ein paar Kisten Bier.,A man with a few kegs of beer. affor,Man carrying a few cases of beer.
633,Ein Mann mittleren Alters sitzt und spielt Akkordeon.,A middleaged man is sitting and playing the accordion.,A middle-aged man is sitting down and playing the accordion.
634,"Mädchen mit grünem Pulswärmer, Haargummis und Ohrringen steht im Freien.","A girl with a green thermometer, hair clips and earrings stands","Girl with green arm band, hair ties, and earrings stands outside."
635,Ein junges Mädchen in einem pinken Oberteil ist am Strand und läuft in Richtung des Ozeans.,A young girl in a pink top is on the beach walking,A young girl in a pink shirt is on a beach running toward the ocean.
636,Ein Skateboarder in einem schwarzen T-Shirt und Jeans fährt durch die Stadt.,A skateboarder wearing a black tshirt and jeans is,A skateboarder in a black t-shirt and jeans skating threw the city.
637,Ein Mann in einer Jacke macht Fotos von einem großen Gebäude.,A man in a jacket is taking pictures of a large building,A man in a jacket is taking a photograph of a large building.
638,Menschen an der Seitenlinie bei einem Fußballspiel.,People in the sidelines at a soccer game.,People on the sideline of a soccer match.
639,Auf diesem Foto eilt eine vierköpfige Familie über eine geschäftige Straße in der Stadt.,This photo shows a fourperson family running across a busy,In this photo there is a family of four dashing across a busy street in the city.
640,Eine Menschengruppe läuft bei Sonnenschein die Straße hinunter.,A group of people walking down the street on a sunny day,A group of people walk down the street in the sun.
641,"Eine Straße bei einer Ampel mit mehreren Personen, darunter ein Mann in einem braunen Mantel und Sonnenbrille, der seine Hand ans Gesicht hält.","A street at an intersection with several people, including a man",A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face.
642,Ein paar Pflanzen wachsen beim Fenster.,A couple of plants growing by the window.,Some plants are growing near the window.
643,Dieser Spieler mit dem blauen Helm war in einem Baseballspiel zwischen zwei Teams gerade am Schlagmal und ist gerade mit dem Schlagen fertig.,This player with the blue helmet was at bat between two teams,This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game.
644,"Die Frau im goldenen Mantel beeilt sich, um die U-Bahn zu erwischen.",The woman in the golden coat rushes to catch the subway.,The woman in the gold coat hurries to catch the subway.
645,Einige Leute sitzen auf Bänken unter Reihen von Bäumen vor einem Gebäude.,Some people are sitting on benches in front of a building under,Some people sit on benches under rows of trees in front of a building.
646,Ein Mann im Anzug sitzt an einer Bushaltestelle.,A man in a suit sitting at a bus stop.,A man in a suit is sitting at a bus stop.
647,Ein afroamerikanischer Mann ist umgeben von umgedrehten weißen Eimern und dunkleren Kisten und drückt sich über eine handgeschriebene Nachricht auf einem Stück Karton aus.,An African American man is surrounded by overturned white buckets and darker,An African American man surrounded by empty overturned white buckets and dark colored crates expresses himself through a message handwritten on cardboard.
648,Eine junge brünette Frau isst und trinkt etwas.,A young brunette woman eats and drinks something.E,A young brunette woman eating and drinking something.
649,Ein Mann in einem Anzug und mit Hut spielt auf der Straße Gitarre.,A man dressed in a suit and hat plays guitar on the,A man in a suit and hat is playing the guitar on the street.
650,Eine Frau in einer roten Weste arbeitet am Computer.,A woman wearing a red coat is working at a computer.,A woman in a red vest working at a computer.
651,Personen stehen um Räucherstäbchen herum und wedeln sich den Rauch ins Gesicht.,People are standing around with smoke sticks and blowing smoke into their,"People standing around incense, wafting the smoke into their faces."
652,"Ein Mann verwendet den Badezimmerspiegel, um seine Krawatte zu binden.",A man is using the mirror in the bathroom to tie his,A man using the bathroom mirror to tie his tie.
653,Mehrere Personen spielen Musik während eine gut gelaunte Menge sitzt und zuhört.,Several people are playing music while a good looking crowd sits and,Music being played by several individuals while a happy crowd sits and listens.
654,"Zwei junge Männer fahren auf einem sehr kleinen Wagen voller Kartoffeln, der von einem Pferd gezogen wird.",Two young men are riding a very small cart full of potatoes,Two young men riding on a very small horse-drawn wagon full of potatoes.
655,Eine Frau in einem Klid geht auf der Straße an einer Baustelle vorbei.,A woman walking on the street by a construction site.unused,A woman in a dress walking down the street past a construction site.
656,"Ein Mitarbeiter in einem Laden fragt einen Kunden, der Alkohol kauft, nach seinem Alter und einem Ausweis.",A store employee asks a customer who is buying alcohol about his,A clerk in a convenience store asks a customer buying alcohol for his age and identification.
657,Ein Mann mit Sonnenbrille bedient ein Baufahrzeug und lädt Kies auf den Boden ab.,A man wearing sunglasses is loading gravel onto the ground from a,A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.
658,Ein Baby spielt mit seinem Spielzeug und betrachtet eine schwarz-weiße Katze.,A baby is playing with his toy and looking at a black,A baby playing with her toys looking at a black and white cat.
659,Eine Teenagerin trägt eine Gitarre im Wald.,A teenage girl is carrying a guitar in the woods.,A teenage girl is carrying a guitar in the woods.
660,Ein Mann mit einem Rucksack geht eine Straße hinunter.,A man with a backpack walking down a street. afforr,A man wearing a backpack is walking down the street.
661,Zwei Männer unterhalten sich vor einem Souvenirgeschäft in Rom.,Two men talking outside a souvenir shop in Rome.,Two men are having a conversation in front of a souvenir shop in Rome.
662,Ein Frau in Schwarz hält etwas im Mund.,A woman in black holding something in her mouth. affor,A woman in black is holding something in her mouth.
663,"Eine Gruppe von Leuten sitzt im Freien um einen kleinen, kurzen Tisch.",A group of people sit outside around a small short table.,"A group of people sit outdoors around a small, short table."
664,Ein Mann fährt sein Fahrrad die Rampe hoch.,A man rides his bike up the ramp. afforade.,A man riding his bike up the ramp.
665,Eine Frau in einem schwarzen Tank-Top mit einem Kreuz-Halsband blickt kurz vor Sonnenuntergang in die Ferne.,A woman wearing a black tank top with a cross necklace looks,A woman wearing a black tank top and a cross necklace stares off into the distance near sunset.
666,Drei junge Mädchen gehen gemeinsam auf dem Gehsteig.,Three young girls walk together on the sidewalk. affor ,Three young girls are walking together down the sidewalk.
667,Eine Frau mit langen Haaren bei einer Abschlussfeier.,A woman with long hair at a graduation ceremony. afforc,A woman with long hair is at a graduation ceremony.
668,Ein Mann fährt auf einer Straße Skateboard während ihm ein anderer Mann vom Gehsteig aus zusieht.,A man is skateboarding on a street while another man looks on,A man is skateboarding on a road while another man watches from the sidewalk.
669,Ein Mann in einer schwarzen Lederjacke steht vor einem Schild.,A man in a black leather jacket stands in front of a,A man in a black leather coat is standing in front of a sign.
670,Ein Mann und eine Frau singen gemeinsam im Freien.,A man and a woman sing together outdoors.,A male and female singing a song together outside.
671,Ein junges Mädchen mit gelockten blonden Haaren in einem weißen Top liegt im Gras und hält einen Blumenstiel.,A young girl with blond curly hair wearing a white top is,"A young girl with curly blond-hair and wearing a white top lies in the grass, holding a flower stem."
672,Eine Frauenfußballmannschaft in grünen Trikots macht eine Dehnübung.,A womens soccer team wearing green uniforms doing a stretch,A young women's soccer team with green uniforms is performing a stretching exercise.
673,Eine Frau spielt in der Öffentlichkeit eine dramatische Szene hinter gelbem Absperrband.,A woman playing a dramatic scene outside behind a yellow caution sign,A woman acts out a dramatic scene in public behind yellow caution tape.
674,Ein Mann bückt sich und macht Hausarbeiten während im Hintergrund Tauben vorbeilaufen.,A man leans over and does chores while birds fly past in,"A man crouches while doing chores, as pigeons wander in the background."
675,Eine Gruppe von Männern steht auf einem Feld aus schwarzen Bällen.,A group of men standing on a field of black balls.,A group of men standing on a field of black balls.
676,Ein geschäftiger Tag auf einem städtischen Platz.,A bustling day on a city plaza.unusedassistant,A busy day for citizens at a local city court.
677,Ein Mann mit einer Zigarette im Mund macht sich einen Teller mit Essen.,A man with a cigarette in his mouth is eating some food,A man with a cigarette in his mouth fixing a plate of food.
678,Zwei Gruppen von Schwimmern waten ins Wasser.,Two groups of swimmers are splashing in the water.unused,Two groups of swimmers wade out.
679,Menschen sitzen auf einer Bank auf einem Platz in der Stadt während in der Nähe zufällige Gegenstände wie eine Lampe und ein Mannequin stehen.,People are sitting on a bench in the city while random objects,People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.
680,Die Arbeiter stehen um ein Loch mit einem Eimer herum.,The workers are standing around a hole with an pail. affor,The workers are surrounding a hole with a bucket.
681,Ein Mann ohne Hemd in schwarzen Shorts steht an einer felsigen Küste neben einem großen Gewässer.,A man without a shirt in black shorts standing on a rocky,A shirtless man in black shorts is standing on the rocky shore to a large body of water.
682,Ein Wachmann hält Wache während seiner Schicht.,A guard is on duty while he watches over his shift.,A guard is on the look out while on duty.
683,"Leute spielen Pool, einer davon ist ein Mann in einem blauen Hemd, der Rest sind Frauen, deren Köpfe allerdings nicht im Bild sind.",People playing pool one man is wearing a blue shirt and the,"People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot."
684,Leute stehen vor einer von Wasser umgebenen Skulptur.,People standing in front of a sculpture surrounded by water. affor,People are standing in front of a sculpture surrounded by water.
685,"Eine Frau sieht zu, während ein Mann mit verschränkten Armen spricht.",A woman looks on while a man with clasped hands speaks.,A woman looks on as a man with folded arms is talking.
686,Ein Mann mittleren Alters in weißen Shorts und Flip-Flops blickt die Straße hoch.,A middleaged man in white shorts and flipflops,Middle-aged man in white shorts and flip-flops looking up the road
687,"Zwei Männer in dunkeloranger Kleidung und Sandalen stehen neben einer großen, reflektierenden Skulptur.",Two men wearing dark green clothing and sandals are standing next to,Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture.
688,Zwei Personen vergnügen sich auf ihrem Boot.,Two people enjoying themselves on their boat.assistant,Two people are spending good time in their boat.
689,Ein Mann und eine Frau stehen in einer Stadt auf der Straße.,A man and a woman standing on the sidewalk in a city,A man and a woman are standing on the street in the city.
690,Feuerwehrmänner kommen aus einer U-Bahnstation.,Firefighters come out of a subway station.unusedq,Firemen emerge from a subway station.
691,"Vier Männer, drei von ihnen mit Gebetskappen, sitzen auf einer blau und olivgrün gemusterten Matte.","Four men, three of them wearing prayer caps, sitting on","Four men, three of whom are wearing prayer caps, are sitting on a blue and olive green patterned mat."
692,"Das ist eine große Menschengruppe, die im Freien auf Bänken sitzt.",This is a large group of people sitting on benches outside.,This is a large group of people sitting outside on benches.
693,"Ein Mann in einem roten Shirt geht an einem türkis und weiß karierten Imbissladen Namens ""32 De Neude"" vorbei.",A man in a red shirt walks by a turquoise and white,"A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude."""
694,Ärzte bei einer Art Operation.,Doctors performing,Doctors performing some type of surgery.
695,Ein älterer Mann mit einer Zigarette im Mund und einer Mütze inspiziert seine Kamera.,An older man with a cigarette in his mouth and a hat,An older man with a cigarette in his mouth and a ball cap inspects his camera.
696,Kleines Orchester spielt im Freien mit einem Gitarrenkoffer auf dem Boden.,A small orchestra plays outside with a guitar case on the floor,Small orchestra playing with open violin case in front
697,Ein Mann in einem roten Anzug tanzt mit einer Dame.,A man in a red suit dances with a lady.,A man with a red suit is dancing with a lady.
698,Zwei Personen betrachten die Lichter einer Stadt bei Nacht.,Two people looking at the lights of a city at night.,Two people look on in the nighttime at the lights in a city.
699,"Zwei Motocrossfahrer in voller Schutzkleidung, einer von ihnen ist nach einem Sprung in der Luft, der andere blickt auf sein Motorrad hinunter.","Two motocross riders are wearing full protective gear, one of them","Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle."
700,Mehrere Männer in Orange versammeln sich im Freien für ein gesellschaftliches Ereignis.,Several men wearing orange gather outside for a social event. affor,Several men dressed in orange gather for an outdoor social event.
701,Zwei junge Mädchen rennen auf einem Gehsteig vor einem Ziegelgebäude mit Plakaten.,Two young girls running on a sidewalk in front of a brick,Two young girls run on a sidewalk outside of a brick building with banners on it.
702,Zwei Personen klettern einen steilen Berg hoch.,Two people climbing a steep mountain. afford. Dtails,Two individual climbing up a steep mountain.
703,Ein Kind liegt auf dem Boden neben einem Sportwagen.,A child is lying on the floor next to a sport car,A child is laying on the ground next to a stroller.
704,Ein Hund bettelt bei einem Mann und einer Frau.,A dog is licking a man and a woman.,A dog begging to a man and a woman.
705,"Viele Leute auf dem Markt, die verschiedene Dinge betrachten.",Many people on the market looking at different things.,A lot of people at the market looking at various different things.
706,Zwei junge Männer spielen E-Gitarren auf einer Bühne.,Two young men play electric guitars on a stage.unused,Two young men play electric guitars on stage.
707,Ein tätowierter Mann gießt Bier aus einer Flasche in den Mund eines jungen Mannes.,A tattooed man pours beer from a bottle into the mouth of,A tattooed man pouring beer out of a bottle into a young man's mouth.
