de,en,predicted_en
Zwei Frauen beim Schlammringen in einem Kinderbecken.,Two woman are mud wrestling in a kiddie pool.,Two women sweeping the floor of a childrens playground.
Ein Typ in einem weißen Shirt schlendert mit einem Drink in der Hand.,A guy in a white shirt is walking with a drink in his hand.,A man wearing a white shirt is holding a drink with his hand.
"Die Silhouetten von zwei Personen auf einem See, der einen bunten Himmel reflektiert.",Two people are silhouetted against a lake reflecting a painted sky.,Two silhouettes of people on the lake with one reflecting rainbow sky.
Mehrere formell gekleidete Personen sitzen an einem Tisch.,Several people sit at a table in formal clothing.,Several welldressed people are sitting at a table together.
Zwei Mädchen (eine in Blau und die andere in Pink) liefern sich ein Rennen auf Rollschuhen.,"Two girls (one dressed in blue, and one dressed in pink) are racing one another on rollerskates.","Two girls, one dressed blue and the other pink are racing on roller skates."
Die vier Personen sitzen auf einem Haufen von Steinen.,The four people sit on a pile of rocks.,Four people sitting on a stone bench in a row.
Eine Gruppe macht Tricks auf Motorrädern.,A group of people do tricks on motorbikes.,A group of people making tricks on motorcycles.
Radfahrer in Rennmontur fährt durch ein Waldgebiet.,Bicyclist in racing gear rides through forest area.,Cyclists riding through a forested area of road.
Ein Mann in einem grünen Shirt spaziert am Strand mit seinen Turnschuhen in der Hand.,A man in a green shirt is walking on the beach carrying his sneakers.,A man wearing a green shirt is walking along the beach with his hands on his hips.
Mehrere Männer stehen um ein antikes Rennauto herum.,Several men standing around an antique race car,Several men are standing around a vintage car.
Zwei Männer arbeiten unter der Haube eines weißen Rennautos.,Two men work under the hood of a white race car.,Two men are working under the hood of a white race car.
Kinder Springen vom Rand in einen Pool.,Children jump off the edge into a pool.,Children jumping off the ground into a pool of water.
Ein Mann steht am Rand einer Mauer und fällt gleich runter.,A man on the edge of a wall about to fall off.,A man stands in a wall and falls down.
Eine Frau in einem gestreiften Outfit auf einem Fahrrad.,A woman in a striped outfit on a bike.,A woman on a bicycle wearing a stylish outfit.
Ein schwarz gekleidetes Mädchen posiert für die Kamera.,A girl dressed in black is posing for the camera.,A girl in a black dress poses for the camera.
Ein Mann in Shorts steht am Wasser.,Man in shorts standing by the water.,A man standing by the water wearing shorts.
Vier schwarze Männer sitzen auf den Stufen einer Kirche.,Four black men are sitting on the steps of a church.,Four black men are sitting on the floor of a church.
Ein Kran arbeitet mitten in einem Schutthaufen.,A crane operates amidst piles of rubble.,A crane is working on a scaffold.
Eine Turnerin in Rot und Weiß in der Drehung auf einem ungeraden Balken.,A gymnast wearing red and white is mid-twirl on an uneven bar.,A female wrestler dressed in red and white is hanging upside down on an uneven surface.
Eine ältere Dame in einem grünen Sweatshirt wählt Gemüse aus.,An older lady in a green sweater picks out vegetables.,An older woman is holding fruit while wearing a green sweatshirt.
Zwei Männer stellen in einer Werkstatt mit Werkzeugen Gegenstände her.,Two men are crafting items in a workshop with tools.,Two men are standing outside a work shop with tools and materials around them.
Eine Lehrerin in Weiß und ein kleines Mädchen in einem gelben Kleid spielen mit Bauklötzen.,A teacher in white and a little girl wearing a yellow dress playing with building block.,A white teacher and a small girl wearing an orange dress playing with building blocks.
Ein kleines Kind schläft in seinem Bett mit einem offenen Buch auf der Brust.,A young child sleeping in her bed with an open book on her chest.,A little boy is sleeping on his bed with an open book on his chest.
Eine Frau isst an einem schönen Tag auf dem Gras.,A woman eating in the grass on a beautiful day.,A woman walks on grass in the sunshine.
Ein Mann geht auf einer Kopfsteinstraße neben Gebäuden mit roten Dachtraufen.,A man walks down a cobblestone street next to buildings painted tan with red eaves.,A man is walking on a cobblestone street near buildings with red door handles.
Eine Frau mit einem Hut macht Brot.,A woman wearing a hat with making bread.,A woman in a hut is making bread.
"Eine einzelne Frau verwendet einen großen einfachen Stößel und Mörser, um Pflanzenmaterial zu zerdrücken, während sie auf einem Stoppelfeld steht.",A solitary woman uses a large primitive mortar and pestle to crush plant material as she stands in a stubble field.,One person is using an enormous drill and saw while trying to cut down plants on a fence post.
Ein Mann in einem Karateanzug macht eine Vorführung vor zwei Punktrichtern.,A man in a karate is performing in front of two judges.,A man doing karate moves while facing two punching bags.
Ein formell gekleideter Mann spielt Klavier auf dem Gehsteig an einer städtischen Straße.,A man in formal attire plays a piano on the sidewalk of a city street.,A welldressed man playing the piano at street corner on sidewalk.
Ein älterer Mann sitzt in einem Stuhl und isst ein paar Snacks.,"An elderly man sitting in a chair, eating some snacks.",An elder man sits on a chair and eats some snacks.
Eine Frau in einem weißen Hemd arbeitet hinter dem Tresen in einem Café.,A woman in a white shirt works behind the counter at a cafe.,A woman is working behind the counter of a white shirt at a caf.
Ein Mann in Arbeitskleidung steht auf der Ladefläche seines Lasters.,A man with work clothes on standing on the back of a truck.,A man wearing work clothes stands on the ledge of his ladder.
Zwei Kinder beobachten Pferde durch einen kleinen Zaun.,Two children looking at horses through a small fence.,Two children are riding horses through a small fence.
Ein Fenster mit einem aufgemalten Design.,A window with some type of design painted on it.,Window with an ornate design on it.
Eine Frau in einem knallrosa Mantel steht vor einer Vitamin Shoppe-Filiale und macht eine Grimasse in Richtung einer Frau in einem violetten Mantel.,A woman wearing a bright pink overcoat makes a face to a woman wearing a purple overcoat while standing outside a Vitamin Shoppe.,"A woman is standing at a vitamin shop counter, holding up an ironing board while talking with another"
Ein Cowboy bandagiert seinen Arm.,A cowboy wrapping up his arm with a bandage.,A cowboy is swinging his arm around in a circle.
Ein Mann in einem gelben Hemd und ein Mann in einem dunkelblauen Hemd unterhalten sich.,A man in a yellow shirt and a man in a dark blue shirt talking.,A man wearing a yellow shirt and another man dressed in black are having lunch together.Instruct
Drei asiatische Kinder sitzen auf einer Couch mit Wandteppichen im Hintergrund.,Three Asian children sitting on a couch with tapestries hanging in the background.,Three Asian children are sitting on couches with pillows in the background.
"Ein Mädchen in einem roten Shirt springt hoch, um einen Tennisball zu treffen.",A girl in a red shirt jumps up to hit a tennis ball.,A girl wearing a red shirt is jumping high up trying to catch a tennis ball.
Ein Mann posiert für die Kamera mit einem grünen Kran.,A man posing the camera with green crane.,A man is posing for a camera wearing green pants.
Ein Mann stößt in einem Restaurant lächelnd mit einer anderen Person an.,A man clinks bottles with another person while smiling in a restaurant.,A man is smiling while eating with another person at a restaurant.
Ein Mann lädt gebackene Brezeln auf einen Koffer-LKW.,A man is loading a box truck with lots of baked pretzels.,A man is carrying backpacks on his shoulders while riding an Lkw bike.
Ein Mann in einer schwarzen Jacke spielt in der Öffentlichkeit Gitarre.,A man in a black jacket plays the guitar out in public.,A man wearing a black jacket playing guitar in public.
Eine Tanztruppe bei einer Aufführung während einer Parade in China.,A dance group performs in a parade in china.,A dance troupe is performing during a parade in China.
Ein Mann steht auf einem steinigen Abhang und blickt auf ein Gewässer.,A man stands on a rocky cliff overlooking a body of water.,A man standing on a stone wall looking at water.
Ein Polizist beobachtet eine Frau beim Aussteigen aus dem Bus.,Police officer watching woman exit from bus.,A police officer is observing a woman getting off the bus.
Zwei Polizisten mittleren Alters beobachten nachts einen Parkplatz.,"Two middle-aged police officers watch over a parking lot, at night.",Two police officers middle aged are patrolling night outside a park at night time.
Zwei Männer in blauen Hemden sehen sich ein Fußballspiel an.,Two men in blue shirts looking at a soccer game.,Two men wearing blue shirts are watching a soccer game.
Eine Gruppe von Männern in blauen Uniformen stehen zusammen.,A group of men in blue uniforms are standing together.,A group of men wearing blue uniforms standing together.
Eine junge Dame macht Yoga am Strand.,A young lady doing yoga on the beach.,A young girl doing yoga on the beach.
Eine große Menschenmenge steht in einem Park herum und einige spielen auf Instrumenten.,A large crowd of people are standing around in a park and a few are playing instruments.,A large crowd of people are gathered at the park playing instruments and having fun.
"Ein Mann mit einem Luftballon, der Ballontiere macht.",A man with a balloon hat makes balloon animals.,A man with a balloon doing tricks in the air.
"Ein Mann, der über einem Grill im Freien Fleisch grillt.",A man grilling meat on an outdoor grilling pit.,A man grilling steak over a barbecue in the yard.
Zwei Männer verkaufen Obst auf einem Obstmarkt.,Two men selling fruit at a fruit market.,Two men buy obstacles at an obstacle course market.
Eine brünette Frau in einem weißen Bikini gießt einem Mann einen Drink ins Glas.,Brunette woman in a white bikini pouring a drink into a man's cup.,A brunette woman in a white bikini is giving a man his drink from the glass.
Ein Junge mit Sonnenbrille läuft hinter einem Rummelplatz.,Boy in sunglasses is running behind a fair.,A boy with sunglasses walking behind a pile of stuff.
"Eine Hand mit Handschuh hält etwas, was wie ein übergroßer Nagel aussieht, an einen Holzklotz.",A gloved hand holds what appears to be an oversize nail against a log.,A hand with gloves holding something that looks like a large hook hanging from some wood.
Ein Mann in einem karierten Hemd zeigt ein schwarzes Paar Handschuhe.,A man in a plaid shirt shows off a black set of gloves.,A man wearing a black shirt is showing off his handshoes.
Zwei Männer auf weißen Plastikstühlen sitzen in einem Eingang.,Two men in white plastic chairs sitting in a doorway.,Two men sitting on white plastic chairs at an entrance.
Ein junges Mädchen in einem roten Kleid trägt einen schwarzen Cowboyhut.,A young girl in a red dress is wearing a black cowboy hat.,A young girl wearing a red dress is carrying an old black cowboy hat.
Mann in einem rot-weißen Fußballtrikot steht an der Seitenlinie mit einem gelb-blauen Fußball.,Man in red and white soccer uniform stands on the field boundary lines with yellow and blue soccer ball.,Man wearing a red and white striped shirt is standing at the sidelines with a yellow ball in his hand
Leute springen an einem Seil über eine Gletscherspalte.,People jump over a mountain crevasse on a rope.,People jumping over a snow wall on skis.
Leute sehen zu während Marathonläufer vorbeilaufen.,People look on as participants in a marathon pass by.,People watching as marathon runners are running by.
Leute mit Laptops vor einem großen Fenster.,People on laptops in front pf a large window.,People with laptops in front of a large window.
Ein DJ bei der Arbeit wird von Scheinwerfern angestrahlt.,A disc jockey busy at work as lights shine upon him.,A DJ is wearing a hard hat at work on the site of construction.
Ein Mann mit Handschuhen trägt Mais durch ein Feld.,A man wearing gloves carries corn through a field.,A man in gloves is pushing a field.
In einem Café wird von einer Spiegelreflexion ein Foto gemacht.,A photo is taken of a mirror reflection of a cafe.,A picture of a reflection in the mirror is taken at a caf.
Eine muslimische Frau hält Luftballons bei einer muslimischen Veranstaltung.,A muslim woman holding balloons at an islamic event,A Muslim woman holding balloons at a Muslim event.
Eine Frau sitzt in einem Käfig mit einer Katze und zwei Kaninchen.,A woman sits in a caged in area with a cat and two bunnies.,A woman sitting on a chair with cat and two children around her.
Eine Frau sitzt gegen eine Ziegelwand gelehnt in einem Gebäude.,A woman sitting against a brick wall inside a building.,A woman sitting against a wall with a brick leaning up on it inside of a building.Instruct
Drei junge Frauen sitzen sich auf roten Plüschstühlen gegenüber.,Three young women face each other while sitting on red plush chairs.,Three young women are sitting on red benches in front of some bushes.
Eine Frau in einem blauen Shirt spaziert in einem Dorf.,A woman in a blue shirt walking in a village.,A woman wearing a blue shirt is walking around town.
Sechs Kinder sitzen mit Blöcken und Stiften auf einer Stufe.,"Six children, sitting on a step with notepads and crayons.",Six children are sitting on the floor with blankets and pillows around them.
Ein brauner Hund spielt am Ufer mit einem Stock.,A tan dog playing with a stick on the shore.,A brown dog is playing on the beach with a stick.
"Zwei Hunde beißen spielerisch einen dritten Hund, dessen Zunge heraushängt.","Two dogs playfully bite a third dog, which has its tongue sticking out.",Two dogs are chewing on a toy while their third dog is barking at them.
Ein Kind sitzt lächelnd auf dem Motorrad.,A child is on a motorcycle smiling.,A child smiling while sitting on the motorcycle.
6 Personen versammeln sich zu einem großen Abendessen.,6 people are gathered around to eat a big dinner.,Six people are enjoying a large evening meal together.
Santa Claus wird bei einem Medienevent zu Weihnachten fotografiert.,Santa Claus being photographed at a holiday media event.,Santa Claus is being photographed for a Christmas event in the media.
Militärangehörige marschieren an einem regnerischen Tag durch New York.,Military Families are marching through New York on a rainy day.,Military personnel march through a snowcovered city on a military day in New York.
Eine Frau in roten Hosen und mit einem blauen Helm fährt Fahrrad.,A woman in a blue helmet and red pants riding a motorcycle.,A woman wearing red pants and a blue helmet riding her bicycle down the road.
Mehrere Männer in Kampfsportuniformen machen gemeinsam Bewegungen.,Several men are wearing martial arts uniforms while they perform some moves in unison.,Several men in athletic uniforms are doing activities together.
Eine junge Frau und ein Mann in Kriegerkostümen hantieren vor einer Gruppe im Hintergrund mit Schwertern.,A young lady and man dressed in warriors costume wielding sticks with a group of people in the background.,A young woman and man dressed as knights are posing for a group shot with their weapons at the back
Ein uniformierter Mann geht auf einer Straße mit zwei Autos und einem Baum.,A man in a uniform walking on a street with two cars and a tree.,A man in uniform walking on the street with two cars and one tree.Instruct Translate
Junge Frau klettert auf Felswand,Young woman climbing rock face,Young woman climbing rocks on sandstone cliffs.
Ein älterer Mann in einem hellblauen Mantel arbeitet am Straßenrand an einem Auto.,An elderly man in a light blue coat works on a car on the roadside.,An old man wearing a blue coat is working on the sidewalk near a car.
Personen betrachten mehrere farbige Papierstücke auf einem Tisch.,People looking over several colored pieces of paper spread on a table.,People are cutting various colored papers on tables.
Ein Mann singt und spielt Gitarre in ein Mikrofon.,A man sings and plays the guitar into a microphone.,A man sings and plays guitar on a microphone.
Zwei Männer sitzen in einem Restaurant.,Two men sitting in a restaurant.,Two men are sitting at a restaurant table.
Zwei Frauen in Shorts laufen auf einem Strand entlang des Wassers.,Two women in shorts run down a beach along the water.,Two women running on the beach by the waters edge wearing shorts.
Arbeiter diskutieren neben den Schienen.,Construction workers having a discussion by the tracks.,Workers are discussing in front of the cars.
"Ein Ausblick auf eine Fußgängerzone mit einem Mann in einer schwarzen Schürze und weißen Baseballmütze, der in der Mitte des Bildes steht.","A view of a pedestrian thoroughfare, featuring a man in a black apron and a white baseball cap standing in the middle of the image.",A view of a baseball field with one man wearing black shoes and white gloves standing in the center of
Eine Gruppe spielt an einem Gegenstand.,A group of people are playing on an object.,A group of people playing at a standup game.
Ein kleines Mädchen in Blau klettert auf der Straße auf ein Metallgeländer.,A little girl in a blue outfit is climbing on metal railings in the street.,A little girl climbing on the pavement with metal ladder.
Eine Gruppe von Männern sitzt und unterhält sich hinter grünen Früchten.,A group of men sitting and talking behind some green fruit.,A group of men sitting and holding some green fruits in front of them.
Ein Typ in einem gelben Outfit steht hinter dem Mikrofon in einem Zelt.,A guy with a yellow outfit on standing behind a microphone under a tent.,A man wearing a yellow outfit with headphones on his head is standing behind the microphone at an event.
Ein brauner Hund mit einem lilafarbenen Frisbee im Mund.,A brown dog with a purple Frisbee in its mouth.,A brown dog with a yellow frisbee in his mouth is playing outside.
"Ein Mann, der aussieht als würde er Kampfsportübungen machen, vor schlammig aussehendem Wasser.",It looks like a man practicing his martial arts moves near some muddy looking water.,A man doing pushups in the water while being watched by others on shore.
Eine Frau mit einem Getränk und eine Frau mit einem Mobiltelefon.,A woman with a drink and a woman with a cellphone.,A woman with a purse and another woman holding her phone.
Ein Kind in einer roten Jacke winkt mit einer Hand während es neben einem Plastikschlitten im Schnee liegt.,A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.,A child with a red jacket is waving his hand as he looks at the snow while standing next to
Eine Frau sitzt neben ihrer Tasche und sieht Hunden im Park zu.,A woman sitting next to her purse watching dogs at the park.,A woman sitting next to her bag and watching dogs in the park.
"Drei Männer stehen auf einer Bühne, einer von ihnen trägt Clown-Makeup und hält eine Gitarre.","Three men are standing on a stage, one is wearing clown makeup and holding a guitar.",Three men are standing on stage with clown makeup and one of them is holding a guitar.
Eine Frau verarbeitet Pflanzensaft in einem Stammesdorf,A woman is processing plant fluid in a tribal village,A woman prepares food for sale at a local market.
Die Frau im roten Kleid tanzt mit dem Mann im Anzug.,The woman in the red dress is dancing with the man in a suit.,The woman in the red dress is dancing with man in a pose.
Zwei kleine Hunde folgen einem größeren Hund mit einem Tennisball,Two small dogs follow a larger dog with a tennis ball,Two small dogs following a large dog with tennis ball in its mouth.
Ein Mann mit buschigem Bart und Baseballmütze sitzt auf einer Parkbank.,A man with a bushy beard and a baseball cap sits on a park bench.,A man with shaved beard and baseball cap sitting on park bench.
Ein afrikanischer Stamm steht im Garten mit dem Wald im Hintergrund.,An African tribe is standing in their garden with the forest in the background.,A black man in the garden with a tree behind him.
"Ein junges Mädchen versucht, eine Ziege zu bürsten.",A young girl is trying to brush a goat.,A young girl is trying to feed a goat.
Asiaten sitzen in einem Restaurant mit gelben Stühlen.,Asian people sitting at a restaurant with yellow chairs.,Asian people are sitting at a restaurant with yellow chairs.
Ein Baby sitzt mit Lätzchen in einem Hochstuhl und isst einen Keks .,A baby girl eats a cookie while seated in a highchair and wearing a bib.,A baby sitting with pacifiers on a high stool while eating a cookie.
Ein grauhaariger Mann mit schwarzen Handschuhen mäht den Rasen.,A gray-haired man wearing black gloves is moving the lawn.,A grayhaired man with black gloves is shoveling snow.
Eine Frau sitzt in einer Reihe aus roten Stühlen und liest ein Buch.,A woman reads a book while sitting in a row of red chairs.,A woman sitting in row of red chairs reading a book.
Ein Kind sitzt auf den Schultern einer Frau und klatscht.,A child claps while riding on a woman's shoulders.,"A child is sitting on the steps of an adult, smiling at them."
Eine Familie geht auf dem Gehsteig durch den Schnee während am Rand ein Mann mit seinem Papierbecher sitzt.,A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.,A family walking across the snow while a man with his paper bag is sitting on it.
Eine Katze sitzt auf einem Werbeschild.,A cat sits on top of a store sign.,A cat sitting on a brick wall.
Ein Mann in einem pinken Shirt und schwarzer Jacke mit Kopfhörern.,A man in a pink shirt and black jacket with headphones on.,A man wearing a shirt and black jacket with hats on his head.
Ein junger Mann wirft einen Football.,A young man about to throw a football.,A young man is kicking a soccer ball.
Ein Typ und ein Mädchen gehen einen spiralförmigen Fußweg hinunter.,A guy and a girl going down a spiral walkway.,A boy and a girl are walking down a spiral path together.Instruct Translate German to
Eine Frau mit pinken Haaren beugt sich auf dem Gehweg hinunter und hält zwei pinke Hunde.,A woman with pink hair bent down on the sidewalk holding to pink dogs.,A woman in pink shirts is walking down the street with two puppies on her shoulders.
Ein Mann im Anzug hält ein Getränk in einem Becher während er auf dem Gehweg an einem städtischen Bus vorbeigeht.,"A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus.",A man is wearing a backpack while walking on the sidewalk next to a city bus.
Mann springt vor einer Felsformation im Hintergrund.,Man jumping with a rock formation in background.,Man jumps over a rock formation in the background.
Eine Person in einer roten Jacke und schwarzen Hosen hält Regenbogenbänder.,A person in a red jacket with black pants holding rainbow ribbons.,A person wearing a red jacket and black pants holds an umbrella during rain.
Eine Frau legt den Arm um eine Person im Rollstuhl.,A woman puts her arm on a person sitting in a wheelchair.,A woman is putting a person in the wheelchair.
Ein Mann in einer weißen Schürze bereitet für eine Frau in einer weißen Jacke im Freien in einer Pfanne etwas mit Eiern zu.,A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket.,A man wearing a white shirt is preparing for an outdoor picnic with some eggs on a plate.
Eine Frau mit einem Push-to-Talk-Mobiltelefon und einem Headset wartet an einem Zebrastreifen.,A woman with a push-to-talk cellphone and headset waiting at a crosswalk.,A woman wearing a pushtalk phone and headset talking on her cell while walking in the grassy
Eine Gruppe von Männern geht auf einer städtischen Straße.,A group of men walk down a city street.,A group of men walking down the street in city clothes.
Eine Straße neben einem interessanten Ort mit vielen Säulen.,A road next to an interesting place with lots of pillars.,A street with many signs near an interesting place of interest.
Eine Gruppe von Personen in Schwarz steht an einem Dock nahe eines großen Gebäudes.,A group of people in black standing on a dock nearby a long structure.,A group of people standing near a large building with black coats on at the dock.
Ein Mann mit ein paar Kisten Bier.,Man carrying a few cases of beer.,A man with a couple of cups of beer in his hand.
Ein Mann mittleren Alters sitzt und spielt Akkordeon.,A middle-aged man is sitting down and playing the accordion.,A man in his middle age is sitting down and playing the accordion.
"Mädchen mit grünem Pulswärmer, Haargummis und Ohrringen steht im Freien.","Girl with green arm band, hair ties, and earrings stands outside.","Girls with green bathing suits, hats and earrings are standing in the open air."
Ein junges Mädchen in einem pinken Oberteil ist am Strand und läuft in Richtung des Ozeans.,A young girl in a pink shirt is on a beach running toward the ocean.,A young girl wearing a pink shirt walks on the beach and runs along with ocean breeze blowing her hair
Ein Skateboarder in einem schwarzen T-Shirt und Jeans fährt durch die Stadt.,A skateboarder in a black t-shirt and jeans skating threw the city.,A skater wearing a black shirt and jeans is skateboarding through the city.
Ein Mann in einer Jacke macht Fotos von einem großen Gebäude.,A man in a jacket is taking a photograph of a large building.,A man takes pictures of a large building with his camera on a tripod.Instruct Translate
Menschen an der Seitenlinie bei einem Fußballspiel.,People on the sideline of a soccer match.,People on the sidelines at a soccer game.
Auf diesem Foto eilt eine vierköpfige Familie über eine geschäftige Straße in der Stadt.,In this photo there is a family of four dashing across a busy street in the city.,"In this picture, a fourperson family is walking down the street of town with their business on"
Eine Menschengruppe läuft bei Sonnenschein die Straße hinunter.,A group of people walk down the street in the sun.,A group of people is walking down the street under sunlight.
"Eine Straße bei einer Ampel mit mehreren Personen, darunter ein Mann in einem braunen Mantel und Sonnenbrille, der seine Hand ans Gesicht hält.",A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face.,A street with a pole with several people on it including one man wearing a brown coat and sunglasses holding
Ein paar Pflanzen wachsen beim Fenster.,Some plants are growing near the window.,A few plants are growing through the window.
Dieser Spieler mit dem blauen Helm war in einem Baseballspiel zwischen zwei Teams gerade am Schlagmal und ist gerade mit dem Schlagen fertig.,This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game.,This player with the blue helmet was playing baseball between two teams while swinging at a ball and then catching
"Die Frau im goldenen Mantel beeilt sich, um die U-Bahn zu erwischen.",The woman in the gold coat hurries to catch the subway.,The woman in the gold coat is trying to get on the train.
Einige Leute sitzen auf Bänken unter Reihen von Bäumen vor einem Gebäude.,Some people sit on benches under rows of trees in front of a building.,Some people are sitting under trees in front of buildings.
Ein Mann im Anzug sitzt an einer Bushaltestelle.,A man in a suit is sitting at a bus stop.,A man in a suit is sitting at the bar.
Ein afroamerikanischer Mann ist umgeben von umgedrehten weißen Eimern und dunkleren Kisten und drückt sich über eine handgeschriebene Nachricht auf einem Stück Karton aus.,An African American man surrounded by empty overturned white buckets and dark colored crates expresses himself through a message handwritten on cardboard.,A black American man in the middle of being surrounded by dirty white eggs and dark kiwis while
Eine junge brünette Frau isst und trinkt etwas.,A young brunette woman eating and drinking something.,A young brunette woman drinks something in her hand.Instruct Translate German to English.
Ein Mann in einem Anzug und mit Hut spielt auf der Straße Gitarre.,A man in a suit and hat is playing the guitar on the street.,A man playing guitar on the street with his instrument and bag.
Eine Frau in einer roten Weste arbeitet am Computer.,A woman in a red vest working at a computer.,A woman working at her computer wearing a red shirt.Instruct Translate German to English.
Personen stehen um Räucherstäbchen herum und wedeln sich den Rauch ins Gesicht.,"People standing around incense, wafting the smoke into their faces.","People standing around a dumpster, with smoke on their faces."
"Ein Mann verwendet den Badezimmerspiegel, um seine Krawatte zu binden.",A man using the bathroom mirror to tie his tie.,A man is using a bathtub mirror while trying to tie his shoelaces.
Mehrere Personen spielen Musik während eine gut gelaunte Menge sitzt und zuhört.,Music being played by several individuals while a happy crowd sits and listens.,Several people are playing music while a large crowd of spectators watches and listens.
"Zwei junge Männer fahren auf einem sehr kleinen Wagen voller Kartoffeln, der von einem Pferd gezogen wird.",Two young men riding on a very small horse-drawn wagon full of potatoes.,Two young men are riding on a very small car with lots of carton food being carried by an
Eine Frau in einem Klid geht auf der Straße an einer Baustelle vorbei.,A woman in a dress walking down the street past a construction site.,A woman walking on the street heading towards a building.
"Ein Mitarbeiter in einem Laden fragt einen Kunden, der Alkohol kauft, nach seinem Alter und einem Ausweis.",A clerk in a convenience store asks a customer buying alcohol for his age and identification.,A worker at a store is handing out alcohol to an older customer with ID.
Ein Mann mit Sonnenbrille bedient ein Baufahrzeug und lädt Kies auf den Boden ab.,A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.,A man with sunglasses is walking around pushing a truck and leaves his keys on the ground.
Ein Baby spielt mit seinem Spielzeug und betrachtet eine schwarz-weiße Katze.,A baby playing with her toys looking at a black and white cat.,A baby is playing with his toy and admiring a black white cat.
Eine Teenagerin trägt eine Gitarre im Wald.,A teenage girl is carrying a guitar in the woods.,A teenager is playing guitar in the woods.
Ein Mann mit einem Rucksack geht eine Straße hinunter.,A man wearing a backpack is walking down the street.,A man with a backpack is walking down the street.
Zwei Männer unterhalten sich vor einem Souvenirgeschäft in Rom.,Two men are having a conversation in front of a souvenir shop in Rome.,Two men are standing outside a souvenir shop in Rome.
Ein Frau in Schwarz hält etwas im Mund.,A woman in black is holding something in her mouth.,A woman in black is holding something in her hand.
"Eine Gruppe von Leuten sitzt im Freien um einen kleinen, kurzen Tisch.","A group of people sit outdoors around a small, short table.",A group of people sitting outside around a small table and chairs in the yard.Instruct Trans
Ein Mann fährt sein Fahrrad die Rampe hoch.,A man riding his bike up the ramp.,A man is riding his bike up the ramp.
Eine Frau in einem schwarzen Tank-Top mit einem Kreuz-Halsband blickt kurz vor Sonnenuntergang in die Ferne.,A woman wearing a black tank top and a cross necklace stares off into the distance near sunset.,A woman wearing a black tank top with cross hosiery looking at sunset before dusk.
Drei junge Mädchen gehen gemeinsam auf dem Gehsteig.,Three young girls are walking together down the sidewalk.,Three young girls are walking together on the sidewalk.
Eine Frau mit langen Haaren bei einer Abschlussfeier.,A woman with long hair is at a graduation ceremony.,A woman wearing long sleeves attending a party.
Ein Mann fährt auf einer Straße Skateboard während ihm ein anderer Mann vom Gehsteig aus zusieht.,A man is skateboarding on a road while another man watches from the sidewalk.,A man is skateboarding on the street while another man from behind looks at him.
Ein Mann in einer schwarzen Lederjacke steht vor einem Schild.,A man in a black leather coat is standing in front of a sign.,A man wearing a black leather jacket is standing before a painting.
Ein Mann und eine Frau singen gemeinsam im Freien.,A male and female singing a song together outside.,A man and a woman singing together in the open air.
Ein junges Mädchen mit gelockten blonden Haaren in einem weißen Top liegt im Gras und hält einen Blumenstiel.,"A young girl with curly blond-hair and wearing a white top lies in the grass, holding a flower stem.",A young girl with blonde hair and a white top is lying on grass holding a flower pot.
Eine Frauenfußballmannschaft in grünen Trikots macht eine Dehnübung.,A young women's soccer team with green uniforms is performing a stretching exercise.,A womens soccer team wearing green uniforms is doing drills.
Eine Frau spielt in der Öffentlichkeit eine dramatische Szene hinter gelbem Absperrband.,A woman acts out a dramatic scene in public behind yellow caution tape.,A woman is playing a dramatic scene behind a yellow curtain on stage.
Ein Mann bückt sich und macht Hausarbeiten während im Hintergrund Tauben vorbeilaufen.,"A man crouches while doing chores, as pigeons wander in the background.",A man is shoveling snow while working in the background of birds flying by.
Eine Gruppe von Männern steht auf einem Feld aus schwarzen Bällen.,A group of men standing on a field of black balls.,A group of men stand on an outdoor field wearing black shirts.
Ein geschäftiger Tag auf einem städtischen Platz.,A busy day for citizens at a local city court.,A businessman on his way downtown.
Ein Mann mit einer Zigarette im Mund macht sich einen Teller mit Essen.,A man with a cigarette in his mouth fixing a plate of food.,A man with a cigarette in his mouth is making someone take food from him.
Zwei Gruppen von Schwimmern waten ins Wasser.,Two groups of swimmers wade out.,Two groups of swimmers are watching the water.
Menschen sitzen auf einer Bank auf einem Platz in der Stadt während in der Nähe zufällige Gegenstände wie eine Lampe und ein Mannequin stehen.,People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.,People are sitting on benches around a plaza with streetlights and mannequins nearby.
Die Arbeiter stehen um ein Loch mit einem Eimer herum.,The workers are surrounding a hole with a bucket.,The workers are standing around a pool with an eyehole.
Ein Mann ohne Hemd in schwarzen Shorts steht an einer felsigen Küste neben einem großen Gewässer.,A shirtless man in black shorts is standing on the rocky shore to a large body of water.,"A man without a shirt is standing on the shore next to large bodies of water, wearing black shorts"
Ein Wachmann hält Wache während seiner Schicht.,A guard is on the look out while on duty.,A man holding a watch while looking down at it.
