,input_en,output_de,gt_de
461,A group of people on a street gather together to listen to an accordion.,"A group of people on a street, who are listening to",Eine Gruppe versammelt sich auf einer Straße um einem Akkordeonspieler zuzuhören.
462,A man sits on a bench listing to his iPod,,Ein Mann sitzt auf einer Bank und hört Musik auf seinem iPod.
463,An old man on a subway wearing heavy layered clothing is reading a newspaper.,,Ein alter Mann in dicker Kleidung sitzt in der U-Bahn und liest eine Zeitung.
464,An older man in glasses is preparing meat.,,Ein älterer Mann mit Brille bereitet Fleisch zu.
465,A man performing a trick on a bicycle by standing on the pedals while the bike is upright.,,"Ein Mann macht einen Trick auf dem Fahrrad, bei dem er auf dem Hinterreifen balanciert."
466,A man is at the beach making a sand sculpture.,,Ein Mann ist am Strand und macht eine Sandskulptur.
467,Multiple people in a park eating at a picnic table,,Mehrere Menschen essen an einem Picknicktisch im Park.
468,Two women are strapped to a tree in some type of construction job.,,Zwei Frauen werden bei einer Art Baumaßnahme an einem Baum festgeschnallt.
469,A cowboy in a rodeo trying to beat the 8 second clock.,,"Ein Cowboy versucht beim Rodeo, die 8 Sekunden zu schaffen."
470,A dog is jumping through a fiery obstacle.,,Ein Hund springt durch ein brennendes Hindernis.
471,An overweight woman with long black hair in a pink shirt with a name tag is applying lipstick.,,Eine übergewichtige Frau mit langen schwarzen Haaren in einem rosa Shirt mit Namensschild trägt Lippenstift auf.
472,A man fixing a little girl's bicycle.,,Ein Mann repariert das Fahrrad eines kleinen Mädchens.
473,Two girls in puffy skirts are dancing in front of some musicians in the street.,"The girl is a human being, but she has an idea",Zwei Mädchen in bauschigen Kleidern tanzen vor ein paar Musikanten auf der Straße.
474,The yellow dog is carrying a stick by water.,,Der gelbe Hund trägt einen Stock übers Wasser.
475,A girl in a sweater is blocking the suns rays.,,Ein Mädchen in einem Sweatshirt verdeckt die Sonne.
476,A rock concert is taking place.,,Ein Rockkonzert findet statt.
477,Three women in bright colors and headdresses are holding love message cards.,,Drei Frauen in leuchtenden Farben und mit Kopfbedeckungen halten Karten mit Liebesbotschaften.
478,A brown dog is digging in the dirt.,"a green tree:
a red apple:
a blue",Ein brauner Hund gräbt im Dreck.
479,Young boy in a white striped shirt and headband holding a tennis racket.,,Ein kleiner Junge in einem weiß gestreiften Shirt und mit einem Stirnband hält einen Tennisschläger.
480,Two dogs running away from the camera in the woods.,,Zwei Hunde laufen im Wald weg von der Kamera.
481,A girl is playing in the fountain fully clothed.,,Ein Mädchen spielt komplett bekleidet im Springbrunnen.
482,Three young sumo wrestlers standing and listening to an announcer,"The three young sumos in the audience, waiting to listen",Drei junge Sumoringer stehen und hören einem Ansager zu
483,Two male hikers inspect a log by the side of a forest path.,,"Zwei männliche Wanderer inspizieren einen Baumstamm, der am Rand eines Waldweges liegt."
484,Three players bring a team opponent to the ground.,,Drei Spieler bringen einen gegnerischen Spieler zu Boden.
485,Two boys cross a city street while kicking a red soccer ball.,,Zwei Jungen überqueren eine Straße in einer Stadt während sie mit einem roten Fußball spielen.
486,A man holding up another with his back.,,Ein Mann hält einen anderen mit seinem Rücken hoch.
487,"White dog on mountainside turns to face something offstage, sky in background.",,"Weißer Hund auf einem Berg dreht sich zu etwas außerhalb des Bildes um, Himmel im Hintergrund."
488,A boy riding a skateboard on a skateboarding ramp,":
:
:
:
:
:",Ein Junge fährt Skateboard auf einer Skateboardrampe.
489,"A long-haired, male musician is playing on a piano.",,Ein Musiker mit langen Haaren spielt Keyboard.
490,Three athletes holding bouquets stand on the victory podium.,,Drei Sportler halten Blumensträuße und stehen auf dem Siegerpodest.
491,Two bald drag queens in red dresses,,Zwei glatzköpfige Drag Queens in roten Kleidern.
492,A young boy is hanging onto a clothing rack.,,Ein kleiner Junge hängt von einer Kleiderstange.
493,A little girl wearing pink is holding on to a bar.,,Ein kleines Mädchen in Pink hält sich an einer Stange fest.
494,A man in green jumps serveral motorbikes on his own motorbike.,":
[
1:3
:
]",Ein Mann in Grün springt auf seinem Motorrad über mehrere andere Motorräder.
495,A woman playing with two young boys at a park,,Eine Frau spielt im Park mit zwei kleinen Jungen.
496,Four people are playing soccer on a beach.,,Vier Personen spielen Fußball auf einem Strand.
497,"Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background.",,"Zwei Teenagerinnen umarmen sich vor Radfahrern im Hintergrund, eine trägt einen Fahrradhelm."
498,Two medium sized dogs run across the snow.,":
:
:
:
:
:",Zwei mittelgroße Hunde laufen über den Schnee.
499,A woman is standing in a green field holding a white dog and pointing at a brown dog.,,"Eine Frau steht auf einem grünen Feld, hält einen weißen Hund und zeigt auf einen braunen Hund."
500,"A table full of pictures in frames, at an outdoor market.","A table full of pictures in frames, at an outdoor market","Ein Tisch voller gerahmter Bilder, ein Freiluftmarkt."
501,Two people sit at a table outside against a wall and make faces.,,Zwei Personen sitzen gegen eine Wand gelehnt an einem Tisch im Freien und machen Grimassen.
502,Two guys with nipple piercings are smiling.,,Zwei Typen mit gepiercten Brustwarzen lächeln.
503,A child is laying on a beige rug laughing.,,Ein Kind liegt auf einem beigefarbenen Teppich und lacht.
504,A man and woman are locked arms sitting down and all dressed up.,,"Ein Mann und eine Frau sitzen, fein gekleidet und mit eingehakten Armen."
505,Two woman are mud wrestling in a kiddie pool.,,Zwei Frauen beim Schlammringen in einem Kinderbecken.
506,A guy in a white shirt is walking with a drink in his hand.,"a woman:
the drunkard:

The Drunkard",Ein Typ in einem weißen Shirt schlendert mit einem Drink in der Hand.
507,Two people are silhouetted against a lake reflecting a painted sky.,":
:
:
:
:
:","Die Silhouetten von zwei Personen auf einem See, der einen bunten Himmel reflektiert."
508,Several people sit at a table in formal clothing.,10.,Mehrere formell gekleidete Personen sitzen an einem Tisch.
509,"Two girls (one dressed in blue, and one dressed in pink) are racing one another on rollerskates.",:,Zwei Mädchen (eine in Blau und die andere in Pink) liefern sich ein Rennen auf Rollschuhen.
510,The four people sit on a pile of rocks.,(The four people),Die vier Personen sitzen auf einem Haufen von Steinen.
511,A group of people do tricks on motorbikes.,,Eine Gruppe macht Tricks auf Motorrädern.
512,Bicyclist in racing gear rides through forest area.,,Radfahrer in Rennmontur fährt durch ein Waldgebiet.
513,A man in a green shirt is walking on the beach carrying his sneakers.,,Ein Mann in einem grünen Shirt spaziert am Strand mit seinen Turnschuhen in der Hand.
514,Several men standing around an antique race car,:,Mehrere Männer stehen um ein antikes Rennauto herum.
515,Two men work under the hood of a white race car.,,Zwei Männer arbeiten unter der Haube eines weißen Rennautos.
516,Children jump off the edge into a pool.,,Kinder Springen vom Rand in einen Pool.
517,A man on the edge of a wall about to fall off.,,Ein Mann steht am Rand einer Mauer und fällt gleich runter.
518,A woman in a striped outfit on a bike.,,Eine Frau in einem gestreiften Outfit auf einem Fahrrad.
519,A girl dressed in black is posing for the camera.,,Ein schwarz gekleidetes Mädchen posiert für die Kamera.
520,Man in shorts standing by the water.,,Ein Mann in Shorts steht am Wasser.
521,Four black men are sitting on the steps of a church.,,Vier schwarze Männer sitzen auf den Stufen einer Kirche.
522,A crane operates amidst piles of rubble.,,Ein Kran arbeitet mitten in einem Schutthaufen.
523,A gymnast wearing red and white is mid-twirl on an uneven bar.,,Eine Turnerin in Rot und Weiß in der Drehung auf einem ungeraden Balken.
524,An older lady in a green sweater picks out vegetables.,,Eine ältere Dame in einem grünen Sweatshirt wählt Gemüse aus.
525,Two men are crafting items in a workshop with tools.,,Zwei Männer stellen in einer Werkstatt mit Werkzeugen Gegenstände her.
526,A teacher in white and a little girl wearing a yellow dress playing with building block.,,Eine Lehrerin in Weiß und ein kleines Mädchen in einem gelben Kleid spielen mit Bauklötzen.
527,A young child sleeping in her bed with an open book on her chest.,A young child sleeping in his/her bed with an open,Ein kleines Kind schläft in seinem Bett mit einem offenen Buch auf der Brust.
528,A woman eating in the grass on a beautiful day.,,Eine Frau isst an einem schönen Tag auf dem Gras.
529,A man walks down a cobblestone street next to buildings painted tan with red eaves.,"123456:

A woman in the",Ein Mann geht auf einer Kopfsteinstraße neben Gebäuden mit roten Dachtraufen.
530,A woman wearing a hat with making bread.,,Eine Frau mit einem Hut macht Brot.
531,A solitary woman uses a large primitive mortar and pestle to crush plant material as she stands in a stubble field.,:,"Eine einzelne Frau verwendet einen großen einfachen Stößel und Mörser, um Pflanzenmaterial zu zerdrücken, während sie auf einem Stoppelfeld steht."
532,A man in a karate is performing in front of two judges.,,Ein Mann in einem Karateanzug macht eine Vorführung vor zwei Punktrichtern.
533,A man in formal attire plays a piano on the sidewalk of a city street.,,Ein formell gekleideter Mann spielt Klavier auf dem Gehsteig an einer städtischen Straße.
534,"An elderly man sitting in a chair, eating some snacks.",,Ein älterer Mann sitzt in einem Stuhl und isst ein paar Snacks.
535,A woman in a white shirt works behind the counter at a cafe.,,Eine Frau in einem weißen Hemd arbeitet hinter dem Tresen in einem Café.
536,A man with work clothes on standing on the back of a truck.,,Ein Mann in Arbeitskleidung steht auf der Ladefläche seines Lasters.
537,Two children looking at horses through a small fence.,,Zwei Kinder beobachten Pferde durch einen kleinen Zaun.
538,A window with some type of design painted on it.,,Ein Fenster mit einem aufgemalten Design.
539,A woman wearing a bright pink overcoat makes a face to a woman wearing a purple overcoat while standing outside a Vitamin Shoppe.,"woman:
a green:
in the drug:",Eine Frau in einem knallrosa Mantel steht vor einer Vitamin Shoppe-Filiale und macht eine Grimasse in Richtung einer Frau in einem violetten Mantel.
540,A cowboy wrapping up his arm with a bandage.,,Ein Cowboy bandagiert seinen Arm.
541,A man in a yellow shirt and a man in a dark blue shirt talking.,A man in a yellow shirt and a man in a dark,Ein Mann in einem gelben Hemd und ein Mann in einem dunkelblauen Hemd unterhalten sich.
542,Three Asian children sitting on a couch with tapestries hanging in the background.,,Drei asiatische Kinder sitzen auf einer Couch mit Wandteppichen im Hintergrund.
543,A girl in a red shirt jumps up to hit a tennis ball.,"The player:
Red-green:
A girl in","Ein Mädchen in einem roten Shirt springt hoch, um einen Tennisball zu treffen."
544,A man posing the camera with green crane.,,Ein Mann posiert für die Kamera mit einem grünen Kran.
545,A man clinks bottles with another person while smiling in a restaurant.,,Ein Mann stößt in einem Restaurant lächelnd mit einer anderen Person an.
546,A man is loading a box truck with lots of baked pretzels.,,Ein Mann lädt gebackene Brezeln auf einen Koffer-LKW.
547,A man in a black jacket plays the guitar out in public.,,Ein Mann in einer schwarzen Jacke spielt in der Öffentlichkeit Gitarre.
548,A dance group performs in a parade in china.,10.,Eine Tanztruppe bei einer Aufführung während einer Parade in China.
549,A man stands on a rocky cliff overlooking a body of water.,,Ein Mann steht auf einem steinigen Abhang und blickt auf ein Gewässer.
550,Police officer watching woman exit from bus.,,Ein Polizist beobachtet eine Frau beim Aussteigen aus dem Bus.
551,"Two middle-aged police officers watch over a parking lot, at night.",":
:
:
:
:
:",Zwei Polizisten mittleren Alters beobachten nachts einen Parkplatz.
552,Two men in blue shirts looking at a soccer game.,,Zwei Männer in blauen Hemden sehen sich ein Fußballspiel an.
553,A group of men in blue uniforms are standing together.,,Eine Gruppe von Männern in blauen Uniformen stehen zusammen.
554,A young lady doing yoga on the beach.,,Eine junge Dame macht Yoga am Strand.
555,A large crowd of people are standing around in a park and a few are playing instruments.,,Eine große Menschenmenge steht in einem Park herum und einige spielen auf Instrumenten.
556,A man with a balloon hat makes balloon animals.,,"Ein Mann mit einem Luftballon, der Ballontiere macht."
557,A man grilling meat on an outdoor grilling pit.,,"Ein Mann, der über einem Grill im Freien Fleisch grillt."
558,Two men selling fruit at a fruit market.,,Zwei Männer verkaufen Obst auf einem Obstmarkt.
559,Brunette woman in a white bikini pouring a drink into a man's cup.,,Eine brünette Frau in einem weißen Bikini gießt einem Mann einen Drink ins Glas.
560,Boy in sunglasses is running behind a fair.,,Ein Junge mit Sonnenbrille läuft hinter einem Rummelplatz.
561,A gloved hand holds what appears to be an oversize nail against a log.,A gloved hand holds what appears to be an oversize nail,"Eine Hand mit Handschuh hält etwas, was wie ein übergroßer Nagel aussieht, an einen Holzklotz."
562,A man in a plaid shirt shows off a black set of gloves.,The woman will be able to wear a white set of gloves,Ein Mann in einem karierten Hemd zeigt ein schwarzes Paar Handschuhe.
563,Two men in white plastic chairs sitting in a doorway.,,Zwei Männer auf weißen Plastikstühlen sitzen in einem Eingang.
564,A young girl in a red dress is wearing a black cowboy hat.,"red:
black:
hat:
red:",Ein junges Mädchen in einem roten Kleid trägt einen schwarzen Cowboyhut.
565,Man in red and white soccer uniform stands on the field boundary lines with yellow and blue soccer ball.,,Mann in einem rot-weißen Fußballtrikot steht an der Seitenlinie mit einem gelb-blauen Fußball.
566,People jump over a mountain crevasse on a rope.,,Leute springen an einem Seil über eine Gletscherspalte.
567,People look on as participants in a marathon pass by.,,Leute sehen zu während Marathonläufer vorbeilaufen.
568,People on laptops in front pf a large window.,,Leute mit Laptops vor einem großen Fenster.
569,A disc jockey busy at work as lights shine upon him.,,Ein DJ bei der Arbeit wird von Scheinwerfern angestrahlt.
570,A man wearing gloves carries corn through a field.,,Ein Mann mit Handschuhen trägt Mais durch ein Feld.
571,A photo is taken of a mirror reflection of a cafe.,"1. The photographer:
2. The model:",In einem Café wird von einer Spiegelreflexion ein Foto gemacht.
572,A muslim woman holding balloons at an islamic event,,Eine muslimische Frau hält Luftballons bei einer muslimischen Veranstaltung.
573,A woman sits in a caged in area with a cat and two bunnies.,,Eine Frau sitzt in einem Käfig mit einer Katze und zwei Kaninchen.
574,A woman sitting against a brick wall inside a building.,,Eine Frau sitzt gegen eine Ziegelwand gelehnt in einem Gebäude.
575,Three young women face each other while sitting on red plush chairs.,,Drei junge Frauen sitzen sich auf roten Plüschstühlen gegenüber.
576,A woman in a blue shirt walking in a village.,,Eine Frau in einem blauen Shirt spaziert in einem Dorf.
577,"Six children, sitting on a step with notepads and crayons.",":

(1) = The title of the book is",Sechs Kinder sitzen mit Blöcken und Stiften auf einer Stufe.
578,A tan dog playing with a stick on the shore.,,Ein brauner Hund spielt am Ufer mit einem Stock.
579,"Two dogs playfully bite a third dog, which has its tongue sticking out.",:,"Zwei Hunde beißen spielerisch einen dritten Hund, dessen Zunge heraushängt."
580,A child is on a motorcycle smiling.,,Ein Kind sitzt lächelnd auf dem Motorrad.
581,6 people are gathered around to eat a big dinner.,,6 Personen versammeln sich zu einem großen Abendessen.
582,Santa Claus being photographed at a holiday media event.,,Santa Claus wird bei einem Medienevent zu Weihnachten fotografiert.
583,Military Families are marching through New York on a rainy day.,,Militärangehörige marschieren an einem regnerischen Tag durch New York.
584,A woman in a blue helmet and red pants riding a motorcycle.,,Eine Frau in roten Hosen und mit einem blauen Helm fährt Fahrrad.
585,Several men are wearing martial arts uniforms while they perform some moves in unison.,:,Mehrere Männer in Kampfsportuniformen machen gemeinsam Bewegungen.
586,A young lady and man dressed in warriors costume wielding sticks with a group of people in the background.,":
:
:
:
:
:",Eine junge Frau und ein Mann in Kriegerkostümen hantieren vor einer Gruppe im Hintergrund mit Schwertern.
587,A man in a uniform walking on a street with two cars and a tree.,"1. The man is a unit.

The woman is",Ein uniformierter Mann geht auf einer Straße mit zwei Autos und einem Baum.
588,Young woman climbing rock face,"The title of the film:
The director:
The",Junge Frau klettert auf Felswand
589,An elderly man in a light blue coat works on a car on the roadside.,,Ein älterer Mann in einem hellblauen Mantel arbeitet am Straßenrand an einem Auto.
590,People looking over several colored pieces of paper spread on a table.,,Personen betrachten mehrere farbige Papierstücke auf einem Tisch.
591,A man sings and plays the guitar into a microphone.,A man sings and plays the guitar into a microphone.,Ein Mann singt und spielt Gitarre in ein Mikrofon.
592,Two men sitting in a restaurant.,,Zwei Männer sitzen in einem Restaurant.
593,Two women in shorts run down a beach along the water.,,Zwei Frauen in Shorts laufen auf einem Strand entlang des Wassers.
594,Construction workers having a discussion by the tracks.,,Arbeiter diskutieren neben den Schienen.
595,"A view of a pedestrian thoroughfare, featuring a man in a black apron and a white baseball cap standing in the middle of the image.","a:
a:
a:
a:","Ein Ausblick auf eine Fußgängerzone mit einem Mann in einer schwarzen Schürze und weißen Baseballmütze, der in der Mitte des Bildes steht."
596,A group of people are playing on an object.,,Eine Gruppe spielt an einem Gegenstand.
597,A little girl in a blue outfit is climbing on metal railings in the street.,"a woman, who has an up: The film is made",Ein kleines Mädchen in Blau klettert auf der Straße auf ein Metallgeländer.
598,A group of men sitting and talking behind some green fruit.,,Eine Gruppe von Männern sitzt und unterhält sich hinter grünen Früchten.
599,A guy with a yellow outfit on standing behind a microphone under a tent.,,Ein Typ in einem gelben Outfit steht hinter dem Mikrofon in einem Zelt.
600,A brown dog with a purple Frisbee in its mouth.,to be able:,Ein brauner Hund mit einem lilafarbenen Frisbee im Mund.
601,It looks like a man practicing his martial arts moves near some muddy looking water.,":
:
:
:
:
:","Ein Mann, der aussieht als würde er Kampfsportübungen machen, vor schlammig aussehendem Wasser."
602,A woman with a drink and a woman with a cellphone.,A woman with a drink and a woman with a cellphone.,Eine Frau mit einem Getränk und eine Frau mit einem Mobiltelefon.
603,A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.,":
:
:
:
:
:",Ein Kind in einer roten Jacke winkt mit einer Hand während es neben einem Plastikschlitten im Schnee liegt.
604,A woman sitting next to her purse watching dogs at the park.,,Eine Frau sitzt neben ihrer Tasche und sieht Hunden im Park zu.
605,"Three men are standing on a stage, one is wearing clown makeup and holding a guitar.",one is wearing clown makeup and holding a guitar.,"Drei Männer stehen auf einer Bühne, einer von ihnen trägt Clown-Makeup und hält eine Gitarre."
606,A woman is processing plant fluid in a tribal village,,Eine Frau verarbeitet Pflanzensaft in einem Stammesdorf
607,The woman in the red dress is dancing with the man in a suit.,,Die Frau im roten Kleid tanzt mit dem Mann im Anzug.
608,Two small dogs follow a larger dog with a tennis ball,,Zwei kleine Hunde folgen einem größeren Hund mit einem Tennisball
609,A man with a bushy beard and a baseball cap sits on a park bench.,,Ein Mann mit buschigem Bart und Baseballmütze sitzt auf einer Parkbank.
610,An African tribe is standing in their garden with the forest in the background.,"The tree is a human being.

The tree is a",Ein afrikanischer Stamm steht im Garten mit dem Wald im Hintergrund.
611,A young girl is trying to brush a goat.,“A young girl is trying to paint a picture with a,"Ein junges Mädchen versucht, eine Ziege zu bürsten."
612,Asian people sitting at a restaurant with yellow chairs.,,Asiaten sitzen in einem Restaurant mit gelben Stühlen.
613,A baby girl eats a cookie while seated in a highchair and wearing a bib.,,Ein Baby sitzt mit Lätzchen in einem Hochstuhl und isst einen Keks .
614,A gray-haired man wearing black gloves is moving the lawn.,":
:
:
:",Ein grauhaariger Mann mit schwarzen Handschuhen mäht den Rasen.
615,A woman reads a book while sitting in a row of red chairs.,,Eine Frau sitzt in einer Reihe aus roten Stühlen und liest ein Buch.
616,A child claps while riding on a woman's shoulders.,,Ein Kind sitzt auf den Schultern einer Frau und klatscht.
617,A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.,,Eine Familie geht auf dem Gehsteig durch den Schnee während am Rand ein Mann mit seinem Papierbecher sitzt.
618,A cat sits on top of a store sign.,"The dog is an apple.

1. This article will",Eine Katze sitzt auf einem Werbeschild.
619,A man in a pink shirt and black jacket with headphones on.,The woman is wearing a black jacket with white pants.,Ein Mann in einem pinken Shirt und schwarzer Jacke mit Kopfhörern.
620,A young man about to throw a football.,,Ein junger Mann wirft einen Football.
621,A guy and a girl going down a spiral walkway.,,Ein Typ und ein Mädchen gehen einen spiralförmigen Fußweg hinunter.
622,A woman with pink hair bent down on the sidewalk holding to pink dogs.,":
:
:
:
:
:",Eine Frau mit pinken Haaren beugt sich auf dem Gehweg hinunter und hält zwei pinke Hunde.
623,"A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus.",,Ein Mann im Anzug hält ein Getränk in einem Becher während er auf dem Gehweg an einem städtischen Bus vorbeigeht.
624,Man jumping with a rock formation in background.,,Mann springt vor einer Felsformation im Hintergrund.
625,A person in a red jacket with black pants holding rainbow ribbons.,,Eine Person in einer roten Jacke und schwarzen Hosen hält Regenbogenbänder.
626,A woman puts her arm on a person sitting in a wheelchair.,,Eine Frau legt den Arm um eine Person im Rollstuhl.
627,A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket.,,Ein Mann in einer weißen Schürze bereitet für eine Frau in einer weißen Jacke im Freien in einer Pfanne etwas mit Eiern zu.
628,A woman with a push-to-talk cellphone and headset waiting at a crosswalk.,,Eine Frau mit einem Push-to-Talk-Mobiltelefon und einem Headset wartet an einem Zebrastreifen.
629,A group of men walk down a city street.,,Eine Gruppe von Männern geht auf einer städtischen Straße.
630,A road next to an interesting place with lots of pillars.,,Eine Straße neben einem interessanten Ort mit vielen Säulen.
631,A group of people in black standing on a dock nearby a long structure.,,Eine Gruppe von Personen in Schwarz steht an einem Dock nahe eines großen Gebäudes.
632,Man carrying a few cases of beer.,,Ein Mann mit ein paar Kisten Bier.
633,A middle-aged man is sitting down and playing the accordion.,,Ein Mann mittleren Alters sitzt und spielt Akkordeon.
634,"Girl with green arm band, hair ties, and earrings stands outside.",fromFabricanteFabricante05003셨 февраля марта,"Mädchen mit grünem Pulswärmer, Haargummis und Ohrringen steht im Freien."
635,A young girl in a pink shirt is on a beach running toward the ocean.,The woman in a pink shirt is on a beach running toward,Ein junges Mädchen in einem pinken Oberteil ist am Strand und läuft in Richtung des Ozeans.
636,A skateboarder in a black t-shirt and jeans skating threw the city.,A skateboarder in a black t-shirt and jeans skating,Ein Skateboarder in einem schwarzen T-Shirt und Jeans fährt durch die Stadt.
637,A man in a jacket is taking a photograph of a large building.,,Ein Mann in einer Jacke macht Fotos von einem großen Gebäude.
638,People on the sideline of a soccer match.,,Menschen an der Seitenlinie bei einem Fußballspiel.
639,In this photo there is a family of four dashing across a busy street in the city.,:,Auf diesem Foto eilt eine vierköpfige Familie über eine geschäftige Straße in der Stadt.
640,A group of people walk down the street in the sun.,,Eine Menschengruppe läuft bei Sonnenschein die Straße hinunter.
641,A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face.,,"Eine Straße bei einer Ampel mit mehreren Personen, darunter ein Mann in einem braunen Mantel und Sonnenbrille, der seine Hand ans Gesicht hält."
642,Some plants are growing near the window.,The tree is a plant that grows in the shade of the,Ein paar Pflanzen wachsen beim Fenster.
643,This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game.,,Dieser Spieler mit dem blauen Helm war in einem Baseballspiel zwischen zwei Teams gerade am Schlagmal und ist gerade mit dem Schlagen fertig.
644,The woman in the gold coat hurries to catch the subway.,,"Die Frau im goldenen Mantel beeilt sich, um die U-Bahn zu erwischen."
645,Some people sit on benches under rows of trees in front of a building.,,Einige Leute sitzen auf Bänken unter Reihen von Bäumen vor einem Gebäude.
646,A man in a suit is sitting at a bus stop.,,Ein Mann im Anzug sitzt an einer Bushaltestelle.
647,An African American man surrounded by empty overturned white buckets and dark colored crates expresses himself through a message handwritten on cardboard.,,Ein afroamerikanischer Mann ist umgeben von umgedrehten weißen Eimern und dunkleren Kisten und drückt sich über eine handgeschriebene Nachricht auf einem Stück Karton aus.
648,A young brunette woman eating and drinking something.,,Eine junge brünette Frau isst und trinkt etwas.
649,A man in a suit and hat is playing the guitar on the street.,The title of this song is: “A Man in a,Ein Mann in einem Anzug und mit Hut spielt auf der Straße Gitarre.
650,A woman in a red vest working at a computer.,A woman in a green vest.,Eine Frau in einer roten Weste arbeitet am Computer.
651,"People standing around incense, wafting the smoke into their faces.",,Personen stehen um Räucherstäbchen herum und wedeln sich den Rauch ins Gesicht.
652,A man using the bathroom mirror to tie his tie.,":
:
:
:
:
:","Ein Mann verwendet den Badezimmerspiegel, um seine Krawatte zu binden."
653,Music being played by several individuals while a happy crowd sits and listens.,,Mehrere Personen spielen Musik während eine gut gelaunte Menge sitzt und zuhört.
654,Two young men riding on a very small horse-drawn wagon full of potatoes.,,"Zwei junge Männer fahren auf einem sehr kleinen Wagen voller Kartoffeln, der von einem Pferd gezogen wird."
655,A woman in a dress walking down the street past a construction site.,,Eine Frau in einem Klid geht auf der Straße an einer Baustelle vorbei.
656,A clerk in a convenience store asks a customer buying alcohol for his age and identification.,1.,"Ein Mitarbeiter in einem Laden fragt einen Kunden, der Alkohol kauft, nach seinem Alter und einem Ausweis."
657,A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.,,Ein Mann mit Sonnenbrille bedient ein Baufahrzeug und lädt Kies auf den Boden ab.
658,A baby playing with her toys looking at a black and white cat.,,Ein Baby spielt mit seinem Spielzeug und betrachtet eine schwarz-weiße Katze.
659,A teenage girl is carrying a guitar in the woods.,,Eine Teenagerin trägt eine Gitarre im Wald.
660,A man wearing a backpack is walking down the street.,,Ein Mann mit einem Rucksack geht eine Straße hinunter.
661,Two men are having a conversation in front of a souvenir shop in Rome.,,Zwei Männer unterhalten sich vor einem Souvenirgeschäft in Rom.
662,A woman in black is holding something in her mouth.,"woman:
in the film:",Ein Frau in Schwarz hält etwas im Mund.
663,"A group of people sit outdoors around a small, short table.",:,"Eine Gruppe von Leuten sitzt im Freien um einen kleinen, kurzen Tisch."
664,A man riding his bike up the ramp.,,Ein Mann fährt sein Fahrrad die Rampe hoch.
665,A woman wearing a black tank top and a cross necklace stares off into the distance near sunset.,A woman wearing a black tank top and a cross necklace stares,Eine Frau in einem schwarzen Tank-Top mit einem Kreuz-Halsband blickt kurz vor Sonnenuntergang in die Ferne.
666,Three young girls are walking together down the sidewalk.,,Drei junge Mädchen gehen gemeinsam auf dem Gehsteig.
667,A woman with long hair is at a graduation ceremony.,,Eine Frau mit langen Haaren bei einer Abschlussfeier.
668,A man is skateboarding on a road while another man watches from the sidewalk.,,Ein Mann fährt auf einer Straße Skateboard während ihm ein anderer Mann vom Gehsteig aus zusieht.
669,A man in a black leather coat is standing in front of a sign.,The woman in a black leather coat is standing in front of,Ein Mann in einer schwarzen Lederjacke steht vor einem Schild.
670,A male and female singing a song together outside.,a female and male who are both of the same species.,Ein Mann und eine Frau singen gemeinsam im Freien.
671,"A young girl with curly blond-hair and wearing a white top lies in the grass, holding a flower stem.",":
:
:
:
:
:",Ein junges Mädchen mit gelockten blonden Haaren in einem weißen Top liegt im Gras und hält einen Blumenstiel.
672,A young women's soccer team with green uniforms is performing a stretching exercise.,green,Eine Frauenfußballmannschaft in grünen Trikots macht eine Dehnübung.
673,A woman acts out a dramatic scene in public behind yellow caution tape.,,Eine Frau spielt in der Öffentlichkeit eine dramatische Szene hinter gelbem Absperrband.
674,"A man crouches while doing chores, as pigeons wander in the background.",,Ein Mann bückt sich und macht Hausarbeiten während im Hintergrund Tauben vorbeilaufen.
675,A group of men standing on a field of black balls.,,Eine Gruppe von Männern steht auf einem Feld aus schwarzen Bällen.
676,A busy day for citizens at a local city court.,,Ein geschäftiger Tag auf einem städtischen Platz.
677,A man with a cigarette in his mouth fixing a plate of food.,"The woman has a heart problem.

: The plate is",Ein Mann mit einer Zigarette im Mund macht sich einen Teller mit Essen.
678,Two groups of swimmers wade out.,,Zwei Gruppen von Schwimmern waten ins Wasser.
679,People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.,,Menschen sitzen auf einer Bank auf einem Platz in der Stadt während in der Nähe zufällige Gegenstände wie eine Lampe und ein Mannequin stehen.
680,The workers are surrounding a hole with a bucket.,,Die Arbeiter stehen um ein Loch mit einem Eimer herum.
681,A shirtless man in black shorts is standing on the rocky shore to a large body of water.,,Ein Mann ohne Hemd in schwarzen Shorts steht an einer felsigen Küste neben einem großen Gewässer.
682,A guard is on the look out while on duty.,,Ein Wachmann hält Wache während seiner Schicht.
683,"People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot.",":
:
:
:
:
:","Leute spielen Pool, einer davon ist ein Mann in einem blauen Hemd, der Rest sind Frauen, deren Köpfe allerdings nicht im Bild sind."
