,input_de,output_en,gt_en
514,Mehrere Männer stehen um ein antikes Rennauto herum.,There are several men standing around an old race car in a,Several men standing around an antique race car
515,Zwei Männer arbeiten unter der Haube eines weißen Rennautos.,Two men are working under the hood of a white sedan,Two men work under the hood of a white race car.
516,Kinder Springen vom Rand in einen Pool.,Children jumping into a pool on the edge of a sand,Children jump off the edge into a pool.
517,Ein Mann steht am Rand einer Mauer und fällt gleich runter.,"A man sits on the edge of a wall, falling",A man on the edge of a wall about to fall off.
518,Eine Frau in einem gestreiften Outfit auf einem Fahrrad.,A woman wearing a striped outfit riding her,A woman in a striped outfit on a bike.
519,Ein schwarz gekleidetes Mädchen posiert für die Kamera.,A blackclad girl is taking a picture for the,A girl dressed in black is posing for the camera.
520,Ein Mann in Shorts steht am Wasser.,A man wearing shorts is standing on the edge of,Man in shorts standing by the water.
521,Vier schwarze Männer sitzen auf den Stufen einer Kirche.,Four black men are sitting on the steps of a church in,Four black men are sitting on the steps of a church.
522,Ein Kran arbeitet mitten in einem Schutthaufen.,A worker is working with a bucket of concrete inside a tren,A crane operates amidst piles of rubble.
523,Eine Turnerin in Rot und Weiß in der Drehung auf einem ungeraden Balken.,A female figure skater is turning on an uneven surface,A gymnast wearing red and white is mid-twirl on an uneven bar.
524,Eine ältere Dame in einem grünen Sweatshirt wählt Gemüse aus.,A woman of a certain age wearing a green sweater,An older lady in a green sweater picks out vegetables.
525,Zwei Männer stellen in einer Werkstatt mit Werkzeugen Gegenstände her.,Two men are working on a project with tools.im,Two men are crafting items in a workshop with tools.
526,Eine Lehrerin in Weiß und ein kleines Mädchen in einem gelben Kleid spielen mit Bauklötzen.,A teacher and a little girl dressed in yellow playing with sc,A teacher in white and a little girl wearing a yellow dress playing with building block.
527,Ein kleines Kind schläft in seinem Bett mit einem offenen Buch auf der Brust.,A little boy is sleeping on his back with a book,A young child sleeping in her bed with an open book on her chest.
528,Eine Frau isst an einem schönen Tag auf dem Gras.,A woman eats on a beautiful day in the grass.,A woman eating in the grass on a beautiful day.
529,Ein Mann geht auf einer Kopfsteinstraße neben Gebäuden mit roten Dachtraufen.,A man is walking along a street with red roofs in,A man walks down a cobblestone street next to buildings painted tan with red eaves.
530,Eine Frau mit einem Hut macht Brot.,A woman wearing a hat is making bread.im,A woman wearing a hat with making bread.
531,"Eine einzelne Frau verwendet einen großen einfachen Stößel und Mörser, um Pflanzenmaterial zu zerdrücken, während sie auf einem Stoppelfeld steht.",One woman uses a simple shovel and mower to,A solitary woman uses a large primitive mortar and pestle to crush plant material as she stands in a stubble field.
532,Ein Mann in einem Karateanzug macht eine Vorführung vor zwei Punktrichtern.,A man in a karate uniform is doing a demonstration,A man in a karate is performing in front of two judges.
533,Ein formell gekleideter Mann spielt Klavier auf dem Gehsteig an einer städtischen Straße.,A formally dressed man playing the piano on a street in a,A man in formal attire plays a piano on the sidewalk of a city street.
534,Ein älterer Mann sitzt in einem Stuhl und isst ein paar Snacks.,A man in his 60s sits at a,"An elderly man sitting in a chair, eating some snacks."
535,Eine Frau in einem weißen Hemd arbeitet hinter dem Tresen in einem Café.,A woman in a white shirt is working behind the counter,A woman in a white shirt works behind the counter at a cafe.
536,Ein Mann in Arbeitskleidung steht auf der Ladefläche seines Lasters.,A man wearing a hard hat stands on the load,A man with work clothes on standing on the back of a truck.
537,Zwei Kinder beobachten Pferde durch einen kleinen Zaun.,Two kids watch horses through a fence while walking around,Two children looking at horses through a small fence.
538,Ein Fenster mit einem aufgemalten Design.,A window with an artistic design painted on it.,A window with some type of design painted on it.
539,Eine Frau in einem knallrosa Mantel steht vor einer Vitamin Shoppe-Filiale und macht eine Grimasse in Richtung einer Frau in einem violetten Mantel.,A woman wearing a bright red coat is standing in front,A woman wearing a bright pink overcoat makes a face to a woman wearing a purple overcoat while standing outside a Vitamin Shoppe.
540,Ein Cowboy bandagiert seinen Arm.,A cowboy bandages his arm.,A cowboy wrapping up his arm with a bandage.
541,Ein Mann in einem gelben Hemd und ein Mann in einem dunkelblauen Hemd unterhalten sich.,A man wearing a yellow shirt and another man we,A man in a yellow shirt and a man in a dark blue shirt talking.
542,Drei asiatische Kinder sitzen auf einer Couch mit Wandteppichen im Hintergrund.,Three Asian children are sitting on a couch with wallpaper,Three Asian children sitting on a couch with tapestries hanging in the background.
543,"Ein Mädchen in einem roten Shirt springt hoch, um einen Tennisball zu treffen.",A girl wearing a red shirt is jumping to,A girl in a red shirt jumps up to hit a tennis ball.
544,Ein Mann posiert für die Kamera mit einem grünen Kran.,A man is standing in front of the camera with a green,A man posing the camera with green crane.
545,Ein Mann stößt in einem Restaurant lächelnd mit einer anderen Person an.,A man is laughing with someone at a restaurant.,A man clinks bottles with another person while smiling in a restaurant.
546,Ein Mann lädt gebackene Brezeln auf einen Koffer-LKW.,A man is loading a cart with baked goods on an,A man is loading a box truck with lots of baked pretzels.
547,Ein Mann in einer schwarzen Jacke spielt in der Öffentlichkeit Gitarre.,A man wearing a black jacket is playing guitar in,A man in a black jacket plays the guitar out in public.
548,Eine Tanztruppe bei einer Aufführung während einer Parade in China.,A dance troupe is performing during a parade in ch,A dance group performs in a parade in china.
549,Ein Mann steht auf einem steinigen Abhang und blickt auf ein Gewässer.,A man stands on a rocky hillside and looks towards,A man stands on a rocky cliff overlooking a body of water.
550,Ein Polizist beobachtet eine Frau beim Aussteigen aus dem Bus.,A police officer is watching a woman exit the bus as she,Police officer watching woman exit from bus.
551,Zwei Polizisten mittleren Alters beobachten nachts einen Parkplatz.,Two police officers in their mid30s watch a,"Two middle-aged police officers watch over a parking lot, at night."
552,Zwei Männer in blauen Hemden sehen sich ein Fußballspiel an.,Two men wearing blue shirts are watching a s,Two men in blue shirts looking at a soccer game.
553,Eine Gruppe von Männern in blauen Uniformen stehen zusammen.,A group of men dressed in blue uniforms stand together.,A group of men in blue uniforms are standing together.
554,Eine junge Dame macht Yoga am Strand.,A young lady is doing yoga on the beach.,A young lady doing yoga on the beach.
555,Eine große Menschenmenge steht in einem Park herum und einige spielen auf Instrumenten.,A large crowd of people are standing around and playing instruments in,A large crowd of people are standing around in a park and a few are playing instruments.
556,"Ein Mann mit einem Luftballon, der Ballontiere macht.",A man with a balloon is flying the ballons,A man with a balloon hat makes balloon animals.
557,"Ein Mann, der über einem Grill im Freien Fleisch grillt.",A man over a grill cooking meat in the open,A man grilling meat on an outdoor grilling pit.
558,Zwei Männer verkaufen Obst auf einem Obstmarkt.,Two men are selling fruits and vegetables on an,Two men selling fruit at a fruit market.
559,Eine brünette Frau in einem weißen Bikini gießt einem Mann einen Drink ins Glas.,A woman in a white bikini pours a drink,Brunette woman in a white bikini pouring a drink into a man's cup.
560,Ein Junge mit Sonnenbrille läuft hinter einem Rummelplatz.,A boy wearing sunglasses walks behind a,Boy in sunglasses is running behind a fair.
561,"Eine Hand mit Handschuh hält etwas, was wie ein übergroßer Nagel aussieht, an einen Holzklotz.",A hand with shoe covers something that looks like it,A gloved hand holds what appears to be an oversize nail against a log.
562,Ein Mann in einem karierten Hemd zeigt ein schwarzes Paar Handschuhe.,A man wearing a checked shirt is showing off his,A man in a plaid shirt shows off a black set of gloves.
563,Zwei Männer auf weißen Plastikstühlen sitzen in einem Eingang.,Two men on white plastic stools sitting in an entrance,Two men in white plastic chairs sitting in a doorway.
564,Ein junges Mädchen in einem roten Kleid trägt einen schwarzen Cowboyhut.,A young girl wearing a red dress is carrying a black,A young girl in a red dress is wearing a black cowboy hat.
565,Mann in einem rot-weißen Fußballtrikot steht an der Seitenlinie mit einem gelb-blauen Fußball.,A man wearing a red and white football shirt stands,Man in red and white soccer uniform stands on the field boundary lines with yellow and blue soccer ball.
566,Leute springen an einem Seil über eine Gletscherspalte.,People are jumping over a glacier on a rope,People jump over a mountain crevasse on a rope.
567,Leute sehen zu während Marathonläufer vorbeilaufen.,People are watching as runners are running by.,People look on as participants in a marathon pass by.
568,Leute mit Laptops vor einem großen Fenster.,People with laptops looking out at a large window.,People on laptops in front pf a large window.
569,Ein DJ bei der Arbeit wird von Scheinwerfern angestrahlt.,"A DJ is working hard in the studio, surrounded by light",A disc jockey busy at work as lights shine upon him.
570,Ein Mann mit Handschuhen trägt Mais durch ein Feld.,A man is carrying maize through a field with his hands,A man wearing gloves carries corn through a field.
571,In einem Café wird von einer Spiegelreflexion ein Foto gemacht.,"In a coffee shop, the reflection of a photo is taken",A photo is taken of a mirror reflection of a cafe.
572,Eine muslimische Frau hält Luftballons bei einer muslimischen Veranstaltung.,A Muslim woman is holding balloons at a Muslim event,A muslim woman holding balloons at an islamic event
573,Eine Frau sitzt in einem Käfig mit einer Katze und zwei Kaninchen.,"A woman is sitting in a cage with a cat,",A woman sits in a caged in area with a cat and two bunnies.
574,Eine Frau sitzt gegen eine Ziegelwand gelehnt in einem Gebäude.,"A woman is sitting against a wall, leaning back into",A woman sitting against a brick wall inside a building.
575,Drei junge Frauen sitzen sich auf roten Plüschstühlen gegenüber.,Three young women are sitting on red plush chairs while,Three young women face each other while sitting on red plush chairs.
576,Eine Frau in einem blauen Shirt spaziert in einem Dorf.,A woman wearing a blue shirt is walking through a,A woman in a blue shirt walking in a village.
577,Sechs Kinder sitzen mit Blöcken und Stiften auf einer Stufe.,Six children are sitting on a step with blocks and sticks,"Six children, sitting on a step with notepads and crayons."
578,Ein brauner Hund spielt am Ufer mit einem Stock.,A brown dog is playing with a stick on the shore.,A tan dog playing with a stick on the shore.
579,"Zwei Hunde beißen spielerisch einen dritten Hund, dessen Zunge heraushängt.",Two dogs playfully bite at a third dog whose tongue,"Two dogs playfully bite a third dog, which has its tongue sticking out."
580,Ein Kind sitzt lächelnd auf dem Motorrad.,A young boy is sitting on his motorcycle smiling at,A child is on a motorcycle smiling.
581,6 Personen versammeln sich zu einem großen Abendessen.,6 people gathered for a large dinner party.,6 people are gathered around to eat a big dinner.
582,Santa Claus wird bei einem Medienevent zu Weihnachten fotografiert.,Santa Claus is being photographed during the holiday season,Santa Claus being photographed at a holiday media event.
583,Militärangehörige marschieren an einem regnerischen Tag durch New York.,Military personnel marching through a rainy day in New York,Military Families are marching through New York on a rainy day.
584,Eine Frau in roten Hosen und mit einem blauen Helm fährt Fahrrad.,A woman wearing red pants and a blue helmet,A woman in a blue helmet and red pants riding a motorcycle.
585,Mehrere Männer in Kampfsportuniformen machen gemeinsam Bewegungen.,Multiple men wearing fighting uniforms are doing exercises,Several men are wearing martial arts uniforms while they perform some moves in unison.
586,Eine junge Frau und ein Mann in Kriegerkostümen hantieren vor einer Gruppe im Hintergrund mit Schwertern.,A young woman and a man dressed as soldiers are carrying weapons,A young lady and man dressed in warriors costume wielding sticks with a group of people in the background.
587,Ein uniformierter Mann geht auf einer Straße mit zwei Autos und einem Baum.,A man in a suit and two cars driving by with a,A man in a uniform walking on a street with two cars and a tree.
588,Junge Frau klettert auf Felswand,Young woman climbing a rock face.imend,Young woman climbing rock face
589,Ein älterer Mann in einem hellblauen Mantel arbeitet am Straßenrand an einem Auto.,An older man working on a car at the edge of a,An elderly man in a light blue coat works on a car on the roadside.
590,Personen betrachten mehrere farbige Papierstücke auf einem Tisch.,People are looking at colorful paper on a table.,People looking over several colored pieces of paper spread on a table.
591,Ein Mann singt und spielt Gitarre in ein Mikrofon.,A man is singing and playing guitar into a microphone.,A man sings and plays the guitar into a microphone.
592,Zwei Männer sitzen in einem Restaurant.,Two men are sitting at a restaurant table.,Two men sitting in a restaurant.
593,Zwei Frauen in Shorts laufen auf einem Strand entlang des Wassers.,"Two women are walking on the beach wearing shorts,",Two women in shorts run down a beach along the water.
594,Arbeiter diskutieren neben den Schienen.,"These workers are discussing the tracks, while a train passes",Construction workers having a discussion by the tracks.
595,"Ein Ausblick auf eine Fußgängerzone mit einem Mann in einer schwarzen Schürze und weißen Baseballmütze, der in der Mitte des Bildes steht.",This is a view of a busy sidewalk with one man,"A view of a pedestrian thoroughfare, featuring a man in a black apron and a white baseball cap standing in the middle of the image."
596,Eine Gruppe spielt an einem Gegenstand.,A group of people are playing a toy on the ground,A group of people are playing on an object.
597,Ein kleines Mädchen in Blau klettert auf der Straße auf ein Metallgeländer.,A little girl is climbing up a metal girdle,A little girl in a blue outfit is climbing on metal railings in the street.
598,Eine Gruppe von Männern sitzt und unterhält sich hinter grünen Früchten.,A group of men is sitting and chatting behind some green,A group of men sitting and talking behind some green fruit.
599,Ein Typ in einem gelben Outfit steht hinter dem Mikrofon in einem Zelt.,A guy wearing a yellow outfit is standing behind,A guy with a yellow outfit on standing behind a microphone under a tent.
600,Ein brauner Hund mit einem lilafarbenen Frisbee im Mund.,A brown dog with a yellow frisbee in his,A brown dog with a purple Frisbee in its mouth.
601,"Ein Mann, der aussieht als würde er Kampfsportübungen machen, vor schlammig aussehendem Wasser.",A man who looks like hes about to engage,It looks like a man practicing his martial arts moves near some muddy looking water.
602,Eine Frau mit einem Getränk und eine Frau mit einem Mobiltelefon.,A woman holding a drink and another person with their phone.,A woman with a drink and a woman with a cellphone.
603,Ein Kind in einer roten Jacke winkt mit einer Hand während es neben einem Plastikschlitten im Schnee liegt.,A young boy is waving his hand while sitting on a,A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.
604,Eine Frau sitzt neben ihrer Tasche und sieht Hunden im Park zu.,A woman is sitting next to her purse and watching dogs,A woman sitting next to her purse watching dogs at the park.
605,"Drei Männer stehen auf einer Bühne, einer von ihnen trägt Clown-Makeup und hält eine Gitarre.",Three men are on a stage wearing clown make,"Three men are standing on a stage, one is wearing clown makeup and holding a guitar."
606,Eine Frau verarbeitet Pflanzensaft in einem Stammesdorf,A woman is washing dried herbs in a village,A woman is processing plant fluid in a tribal village
607,Die Frau im roten Kleid tanzt mit dem Mann im Anzug.,The woman in the red dress is dancing with a man,The woman in the red dress is dancing with the man in a suit.
608,Zwei kleine Hunde folgen einem größeren Hund mit einem Tennisball,Two small dogs are following a larger dog with tennis ball.,Two small dogs follow a larger dog with a tennis ball
609,Ein Mann mit buschigem Bart und Baseballmütze sitzt auf einer Parkbank.,A man with a bushy beard and baseball cap s,A man with a bushy beard and a baseball cap sits on a park bench.
610,Ein afrikanischer Stamm steht im Garten mit dem Wald im Hintergrund.,A group of African people are standing in the garden surrounded by,An African tribe is standing in their garden with the forest in the background.
611,"Ein junges Mädchen versucht, eine Ziege zu bürsten.",A young girl is trying to break a pigs,A young girl is trying to brush a goat.
612,Asiaten sitzen in einem Restaurant mit gelben Stühlen.,A group of people are sitting at a restaurant in yellow ch,Asian people sitting at a restaurant with yellow chairs.
613,Ein Baby sitzt mit Lätzchen in einem Hochstuhl und isst einen Keks .,A baby sits with a toy chair and eats,A baby girl eats a cookie while seated in a highchair and wearing a bib.
614,Ein grauhaariger Mann mit schwarzen Handschuhen mäht den Rasen.,A grayhaired man with black gloves sweeps,A gray-haired man wearing black gloves is moving the lawn.
615,Eine Frau sitzt in einer Reihe aus roten Stühlen und liest ein Buch.,A woman sits in a row of red chairs and,A woman reads a book while sitting in a row of red chairs.
616,Ein Kind sitzt auf den Schultern einer Frau und klatscht.,A young girl is sitting on her mothers shoulders and,A child claps while riding on a woman's shoulders.
617,Eine Familie geht auf dem Gehsteig durch den Schnee während am Rand ein Mann mit seinem Papierbecher sitzt.,A family is walking down a snowy mountain side while sitting,A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.
618,Eine Katze sitzt auf einem Werbeschild.,A cat is sitting on a banner advertising the sale,A cat sits on top of a store sign.
619,Ein Mann in einem pinken Shirt und schwarzer Jacke mit Kopfhörern.,A man wearing a pink shirt and black jack,A man in a pink shirt and black jacket with headphones on.
620,Ein junger Mann wirft einen Football.,A young man throws a football in the air.im,A young man about to throw a football.
621,Ein Typ und ein Mädchen gehen einen spiralförmigen Fußweg hinunter.,This is a typical guy and girl walking down the side,A guy and a girl going down a spiral walkway.
622,Eine Frau mit pinken Haaren beugt sich auf dem Gehweg hinunter und hält zwei pinke Hunde.,A woman with pink hair is leaning down to pick,A woman with pink hair bent down on the sidewalk holding to pink dogs.
623,Ein Mann im Anzug hält ein Getränk in einem Becher während er auf dem Gehweg an einem städtischen Bus vorbeigeht.,A man wearing a suit is holding a drink while walking,"A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus."
624,Mann springt vor einer Felsformation im Hintergrund.,A man is jumping in front of a rock formation behind,Man jumping with a rock formation in background.
625,Eine Person in einer roten Jacke und schwarzen Hosen hält Regenbogenbänder.,A person wearing a red jacket and black pants,A person in a red jacket with black pants holding rainbow ribbons.
626,Eine Frau legt den Arm um eine Person im Rollstuhl.,A woman is holding onto a person in a wheelchair,A woman puts her arm on a person sitting in a wheelchair.
627,Ein Mann in einer weißen Schürze bereitet für eine Frau in einer weißen Jacke im Freien in einer Pfanne etwas mit Eiern zu.,A man with a white shirt is preparing food for,A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket.
628,Eine Frau mit einem Push-to-Talk-Mobiltelefon und einem Headset wartet an einem Zebrastreifen.,A woman wearing a headset and pushtone,A woman with a push-to-talk cellphone and headset waiting at a crosswalk.
629,Eine Gruppe von Männern geht auf einer städtischen Straße.,A group of men walking down a city street.im,A group of men walk down a city street.
630,Eine Straße neben einem interessanten Ort mit vielen Säulen.,A road along the side of an interesting place with many columns,A road next to an interesting place with lots of pillars.
631,Eine Gruppe von Personen in Schwarz steht an einem Dock nahe eines großen Gebäudes.,A group of people wearing black are standing near a large,A group of people in black standing on a dock nearby a long structure.
632,Ein Mann mit ein paar Kisten Bier.,A man with a few bottles of beer.,Man carrying a few cases of beer.
633,Ein Mann mittleren Alters sitzt und spielt Akkordeon.,A man in his mid30s is playing the,A middle-aged man is sitting down and playing the accordion.
634,"Mädchen mit grünem Pulswärmer, Haargummis und Ohrringen steht im Freien.",Girls with green underwear and earmuffs standing,"Girl with green arm band, hair ties, and earrings stands outside."
635,Ein junges Mädchen in einem pinken Oberteil ist am Strand und läuft in Richtung des Ozeans.,A young girl wearing a pink top is on the,A young girl in a pink shirt is on a beach running toward the ocean.
636,Ein Skateboarder in einem schwarzen T-Shirt und Jeans fährt durch die Stadt.,A skater rides through the city on a black t,A skateboarder in a black t-shirt and jeans skating threw the city.
637,Ein Mann in einer Jacke macht Fotos von einem großen Gebäude.,A man dressed in a jacket is taking pictures of a,A man in a jacket is taking a photograph of a large building.
638,Menschen an der Seitenlinie bei einem Fußballspiel.,People on the sidelines at a football game.,People on the sideline of a soccer match.
639,Auf diesem Foto eilt eine vierköpfige Familie über eine geschäftige Straße in der Stadt.,This photo shows a fourperson family walking down the busy,In this photo there is a family of four dashing across a busy street in the city.
640,Eine Menschengruppe läuft bei Sonnenschein die Straße hinunter.,A group of people is walking down a street with the sun,A group of people walk down the street in the sun.
641,"Eine Straße bei einer Ampel mit mehreren Personen, darunter ein Mann in einem braunen Mantel und Sonnenbrille, der seine Hand ans Gesicht hält.",This is a street with an amber light and several people,A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face.
642,Ein paar Pflanzen wachsen beim Fenster.,A few plants are growing in the window frame.,Some plants are growing near the window.
643,Dieser Spieler mit dem blauen Helm war in einem Baseballspiel zwischen zwei Teams gerade am Schlagmal und ist gerade mit dem Schlagen fertig.,This player wearing the blue helmet was just hitting a,This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game.
644,"Die Frau im goldenen Mantel beeilt sich, um die U-Bahn zu erwischen.",The woman in the golden coat is trying to catch her train,The woman in the gold coat hurries to catch the subway.
645,Einige Leute sitzen auf Bänken unter Reihen von Bäumen vor einem Gebäude.,Some people are sitting on benches under trees in front of,Some people sit on benches under rows of trees in front of a building.
646,Ein Mann im Anzug sitzt an einer Bushaltestelle.,A man in a suit sits at the bus stop.,A man in a suit is sitting at a bus stop.
647,Ein afroamerikanischer Mann ist umgeben von umgedrehten weißen Eimern und dunkleren Kisten und drückt sich über eine handgeschriebene Nachricht auf einem Stück Karton aus.,An African man surrounded by white bags and dark boxes is,An African American man surrounded by empty overturned white buckets and dark colored crates expresses himself through a message handwritten on cardboard.
648,Eine junge brünette Frau isst und trinkt etwas.,A young woman drinking and eating something.im,A young brunette woman eating and drinking something.
649,Ein Mann in einem Anzug und mit Hut spielt auf der Straße Gitarre.,A man wearing a suit and hat is playing guitar on,A man in a suit and hat is playing the guitar on the street.
650,Eine Frau in einer roten Weste arbeitet am Computer.,A woman wearing a red shirt is working on her,A woman in a red vest working at a computer.
651,Personen stehen um Räucherstäbchen herum und wedeln sich den Rauch ins Gesicht.,"People are standing around candles, and theyre w","People standing around incense, wafting the smoke into their faces."
652,"Ein Mann verwendet den Badezimmerspiegel, um seine Krawatte zu binden.",A man is using the mirror to tie his hair up in,A man using the bathroom mirror to tie his tie.
653,Mehrere Personen spielen Musik während eine gut gelaunte Menge sitzt und zuhört.,A group of people playing music while a crowd sits and,Music being played by several individuals while a happy crowd sits and listens.
654,"Zwei junge Männer fahren auf einem sehr kleinen Wagen voller Kartoffeln, der von einem Pferd gezogen wird.",Two young men are riding a small cart filled with pot,Two young men riding on a very small horse-drawn wagon full of potatoes.
655,Eine Frau in einem Klid geht auf der Straße an einer Baustelle vorbei.,A woman walking on a street while working at a construction site,A woman in a dress walking down the street past a construction site.
656,"Ein Mitarbeiter in einem Laden fragt einen Kunden, der Alkohol kauft, nach seinem Alter und einem Ausweis.",A sales associate at a liquor store is asking the customer,A clerk in a convenience store asks a customer buying alcohol for his age and identification.
657,Ein Mann mit Sonnenbrille bedient ein Baufahrzeug und lädt Kies auf den Boden ab.,A man with sunglasses is servicing a bul,A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.
658,Ein Baby spielt mit seinem Spielzeug und betrachtet eine schwarz-weiße Katze.,A baby is playing with his toys and looking at a,A baby playing with her toys looking at a black and white cat.
659,Eine Teenagerin trägt eine Gitarre im Wald.,A teenage girl is playing a guitar in the woods,A teenage girl is carrying a guitar in the woods.
660,Ein Mann mit einem Rucksack geht eine Straße hinunter.,A man with a backpack walks down an alley,A man wearing a backpack is walking down the street.
661,Zwei Männer unterhalten sich vor einem Souvenirgeschäft in Rom.,Two men are chatting over souvenirs at a shop,Two men are having a conversation in front of a souvenir shop in Rome.
662,Ein Frau in Schwarz hält etwas im Mund.,A woman wearing black is holding something in her mouth.,A woman in black is holding something in her mouth.
663,"Eine Gruppe von Leuten sitzt im Freien um einen kleinen, kurzen Tisch.",A group of people is sitting around a small table in the,"A group of people sit outdoors around a small, short table."
664,Ein Mann fährt sein Fahrrad die Rampe hoch.,A man is riding his bicycle up the st,A man riding his bike up the ramp.
665,Eine Frau in einem schwarzen Tank-Top mit einem Kreuz-Halsband blickt kurz vor Sonnenuntergang in die Ferne.,A woman wearing a black tank top with a cross on,A woman wearing a black tank top and a cross necklace stares off into the distance near sunset.
666,Drei junge Mädchen gehen gemeinsam auf dem Gehsteig.,Three young girls are walking together on the stairs.,Three young girls are walking together down the sidewalk.
667,Eine Frau mit langen Haaren bei einer Abschlussfeier.,A woman with long hair at a graduation ceremony.,A woman with long hair is at a graduation ceremony.
668,Ein Mann fährt auf einer Straße Skateboard während ihm ein anderer Mann vom Gehsteig aus zusieht.,A man rides a skate board on the sidewalk,A man is skateboarding on a road while another man watches from the sidewalk.
669,Ein Mann in einer schwarzen Lederjacke steht vor einem Schild.,A man wearing a black leather jacket is standing,A man in a black leather coat is standing in front of a sign.
670,Ein Mann und eine Frau singen gemeinsam im Freien.,A man and a woman singing in the open air.,A male and female singing a song together outside.
671,Ein junges Mädchen mit gelockten blonden Haaren in einem weißen Top liegt im Gras und hält einen Blumenstiel.,A young girl with blond hair and a white top is,"A young girl with curly blond-hair and wearing a white top lies in the grass, holding a flower stem."
672,Eine Frauenfußballmannschaft in grünen Trikots macht eine Dehnübung.,A womens soccer team wearing green jer,A young women's soccer team with green uniforms is performing a stretching exercise.
673,Eine Frau spielt in der Öffentlichkeit eine dramatische Szene hinter gelbem Absperrband.,A woman is playing a scene on stage with a green band,A woman acts out a dramatic scene in public behind yellow caution tape.
674,Ein Mann bückt sich und macht Hausarbeiten während im Hintergrund Tauben vorbeilaufen.,A man is doing household chores while a group of birds,"A man crouches while doing chores, as pigeons wander in the background."
675,Eine Gruppe von Männern steht auf einem Feld aus schwarzen Bällen.,A group of men stands in a field made from black balls,A group of men standing on a field of black balls.
676,Ein geschäftiger Tag auf einem städtischen Platz.,A busy day on a city plaza with shops and,A busy day for citizens at a local city court.
677,Ein Mann mit einer Zigarette im Mund macht sich einen Teller mit Essen.,A man with a cigarette in his mouth is e,A man with a cigarette in his mouth fixing a plate of food.
678,Zwei Gruppen von Schwimmern waten ins Wasser.,Two groups of swimming competitors are in the water.,Two groups of swimmers wade out.
679,Menschen sitzen auf einer Bank auf einem Platz in der Stadt während in der Nähe zufällige Gegenstände wie eine Lampe und ein Mannequin stehen.,"People are sitting on a bench near the city square,",People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.
680,Die Arbeiter stehen um ein Loch mit einem Eimer herum.,The workers are standing around a hole with an eyedro,The workers are surrounding a hole with a bucket.
681,Ein Mann ohne Hemd in schwarzen Shorts steht an einer felsigen Küste neben einem großen Gewässer.,A man without a shirt is standing on the shore near,A shirtless man in black shorts is standing on the rocky shore to a large body of water.
682,Ein Wachmann hält Wache während seiner Schicht.,A watchman holds up while hes on his shift,A guard is on the look out while on duty.
683,"Leute spielen Pool, einer davon ist ein Mann in einem blauen Hemd, der Rest sind Frauen, deren Köpfe allerdings nicht im Bild sind.",People are playing pool in a blue shirt. The rest,"People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot."
684,Leute stehen vor einer von Wasser umgebenen Skulptur.,People are standing in front of a waterfilled sculpture,People are standing in front of a sculpture surrounded by water.
685,"Eine Frau sieht zu, während ein Mann mit verschränkten Armen spricht.",A woman is looking at a man speaking with her hands in,A woman looks on as a man with folded arms is talking.
686,Ein Mann mittleren Alters in weißen Shorts und Flip-Flops blickt die Straße hoch.,"A man of middle age, dressed in white shorts and",Middle-aged man in white shorts and flip-flops looking up the road
687,"Zwei Männer in dunkeloranger Kleidung und Sandalen stehen neben einer großen, reflektierenden Skulptur.",Two men dressed in dark clothing and sandals sit near,Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture.
688,Zwei Personen vergnügen sich auf ihrem Boot.,Two people are having a boat ride together on the lake.,Two people are spending good time in their boat.
689,Ein Mann und eine Frau stehen in einer Stadt auf der Straße.,A man and a woman stand on the sidewalk outside of,A man and a woman are standing on the street in the city.
690,Feuerwehrmänner kommen aus einer U-Bahnstation.,Firefighters are coming from a subway station.,Firemen emerge from a subway station.
691,"Vier Männer, drei von ihnen mit Gebetskappen, sitzen auf einer blau und olivgrün gemusterten Matte.",Four men with prayer shawls are sitting on a blue,"Four men, three of whom are wearing prayer caps, are sitting on a blue and olive green patterned mat."
692,"Das ist eine große Menschengruppe, die im Freien auf Bänken sitzt.",This is a large group of people sitting on benches in,This is a large group of people sitting outside on benches.
693,"Ein Mann in einem roten Shirt geht an einem türkis und weiß karierten Imbissladen Namens ""32 De Neude"" vorbei.",A man wearing a red shirt is walking by the,"A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude."""
694,Ärzte bei einer Art Operation.,Doctors performing a surgery in an operating room setting.,Doctors performing some type of surgery.
695,Ein älterer Mann mit einer Zigarette im Mund und einer Mütze inspiziert seine Kamera.,An older man with a cigarette in his mouth and,An older man with a cigarette in his mouth and a ball cap inspects his camera.
696,Kleines Orchester spielt im Freien mit einem Gitarrenkoffer auf dem Boden.,A small orchestra is playing outside with a guitar case on,Small orchestra playing with open violin case in front
697,Ein Mann in einem roten Anzug tanzt mit einer Dame.,A man wearing a red suit is dancing with a,A man with a red suit is dancing with a lady.
